numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire
POL546835,2023-07-28,2024-03-14,2025-01-07,CCU 156,expiré,akwaba,agent
POL274546,2023-03-11,2024-04-08,2025-02-06,2NN93,suspendu,akwaba,direct
POL305924,2024-02-13,2024-12-22,2025-05-18,5WP9393,suspendu,akwaba,direct
POL111092,2022-04-02,2023-04-13,2025-06-28,9-12726,valide,akwaba,direct
POL041979,2019-11-27,2021-01-05,2025-02-23,8O V2643,valide,yako,agent
POL201291,2022-08-30,2025-07-17,2025-09-03,0D 9479F,expiré,akwaba,agent
POL887284,2023-03-13,2025-01-24,2025-09-10,1AW 965,valide,yako,agent
POL704521,2023-12-18,2025-02-24,2025-03-15,KON 785,suspendu,yako,courtier
POL060321,2022-02-02,2022-06-14,2023-07-07,319 2RJ,expiré,yako,courtier
POL470802,2024-05-15,2024-06-17,2025-01-22,0F L7224,annulé,yako,agent
POL252230,2023-08-03,2025-04-26,2025-09-13,SKG5378,valide,yako,agent
POL876336,2022-05-26,2023-12-14,2024-03-29,959UCF,expiré,akwaba,courtier
POL275475,2023-02-15,2024-09-13,2025-01-06,128-ULE,valide,akwaba,courtier
POL478740,2020-01-03,2023-07-03,2025-06-18,486 HKD,suspendu,akwaba,courtier
POL116318,2021-02-14,2022-09-24,2025-03-06,483-XNY,suspendu,yako,direct
POL707150,2023-06-28,2024-02-28,2024-05-23,HML-512,annulé,yako,agent
POL445707,2023-03-18,2024-03-17,2025-08-10,MKK 075,annulé,yako,direct
POL522970,2022-09-03,2025-06-25,2025-08-26,65O V53,valide,yako,agent
POL537350,2024-01-07,2024-02-09,2024-03-08,127-ZGU,expiré,yako,courtier
POL395153,2019-12-15,2021-05-07,2024-07-05,2FW X08,annulé,yako,courtier
POL928510,2020-02-20,2023-11-17,2025-09-12,20N U62,suspendu,yako,courtier
POL293075,2022-05-18,2025-03-06,2025-07-08,145 DZS,expiré,yako,courtier
POL998869,2022-09-12,2023-09-30,2024-02-17,YN8 0811,expiré,akwaba,courtier
POL077905,2023-03-28,2025-05-10,2025-06-16,Q85-SZN,annulé,akwaba,agent
POL789578,2021-04-15,2023-03-17,2023-03-28,2-39410X,suspendu,yako,agent
POL605167,2020-05-18,2022-05-22,2025-02-17,43QG919,annulé,akwaba,direct
POL861330,2023-05-31,2023-09-30,2025-06-20,729 KK1,annulé,yako,agent
POL691267,2024-02-20,2024-09-17,2025-03-19,8B 02769,valide,akwaba,agent
POL666930,2020-07-13,2022-09-21,2024-06-21,5FY 096,expiré,akwaba,direct
POL159847,2024-01-30,2025-05-04,2025-08-15,UPN 551,valide,yako,courtier
POL688134,2023-07-12,2025-06-14,2025-07-23,77HX4,suspendu,akwaba,direct
POL219557,2021-03-25,2022-07-26,2022-12-28,132-606,annulé,akwaba,agent
POL343131,2021-06-14,2023-11-21,2024-07-07,73-PG93,valide,yako,courtier
POL046543,2021-08-31,2024-01-19,2024-03-20,5-5204N,suspendu,akwaba,agent
POL120620,2021-04-25,2022-01-21,2022-06-02,CT 35826,suspendu,akwaba,direct
POL733973,2022-05-18,2022-12-23,2023-08-17,506 LRH,expiré,akwaba,agent
POL108163,2022-12-10,2025-09-03,2025-09-18,HHE 128,expiré,akwaba,direct
POL925915,2021-10-22,2024-07-11,2025-08-25,376-PPD,valide,yako,direct
POL962668,2024-08-27,2025-06-30,2025-07-14,70JZ746,suspendu,yako,courtier
POL246099,2020-08-29,2025-01-11,2025-01-11,KHL 528,expiré,yako,courtier
POL218134,2023-11-02,2025-05-16,2025-08-07,LK6 C5H,expiré,yako,direct
POL507607,2021-02-20,2023-12-26,2024-12-22,FT 74715,suspendu,yako,direct
POL116732,2021-06-11,2022-04-24,2025-02-17,JWA 041,annulé,akwaba,courtier
POL002437,2020-04-21,2021-01-17,2024-12-14,ZRY 810,expiré,akwaba,courtier
POL211428,2021-07-08,2023-09-17,2025-02-25,353-SMT,suspendu,akwaba,direct
POL020339,2021-06-02,2024-06-19,2025-06-29,7MR 346,suspendu,akwaba,courtier
POL458614,2020-01-03,2020-05-01,2021-03-14,216 HF4,suspendu,akwaba,agent
POL567504,2024-09-05,2024-09-05,2025-04-03,LKQ-261,expiré,akwaba,direct
POL472002,2021-02-09,2022-05-11,2023-03-19,NDP 988,valide,yako,courtier
POL744935,2023-06-17,2025-08-10,2025-09-11,HGA 123,valide,akwaba,direct
POL855492,2023-08-27,2024-02-11,2025-01-19,43-XL84,expiré,yako,direct
POL185586,2024-07-26,2025-06-29,2025-09-15,KZI 628,valide,akwaba,courtier
POL199225,2022-09-20,2022-10-31,2024-07-24,97V•982,annulé,yako,direct
POL734359,2023-11-11,2023-12-03,2024-10-07,KIQ 429,suspendu,akwaba,agent
POL414834,2024-07-12,2024-10-31,2025-01-04,U91 8CP,annulé,akwaba,courtier
POL478140,2023-11-26,2024-03-18,2025-09-22,97CS883,suspendu,akwaba,direct
POL813201,2020-02-29,2024-08-02,2025-01-09,MXJ-9219,valide,akwaba,direct
POL081463,2020-12-23,2022-07-09,2023-05-29,BTU 403,expiré,akwaba,courtier
POL795138,2023-03-01,2023-03-23,2024-09-28,3UXT 53,valide,yako,agent
POL311844,2023-03-13,2023-09-26,2025-02-27,UGW-4721,valide,yako,direct
POL274409,2020-05-27,2020-12-08,2023-10-13,080QT,expiré,akwaba,direct
POL190706,2022-01-22,2022-12-10,2024-05-04,WQJ-9304,valide,yako,courtier
POL870752,2024-02-21,2024-11-27,2025-03-06,HXS 765,suspendu,yako,agent
POL909237,2021-06-06,2022-09-22,2025-09-14,SEV-290,expiré,akwaba,agent
POL419504,2020-06-09,2020-10-30,2025-07-29,HTM 530,annulé,yako,agent
POL250218,2021-10-11,2025-01-13,2025-09-15,L00 3LF,suspendu,akwaba,agent
POL102910,2023-06-26,2023-09-28,2024-09-24,PKO V79,suspendu,akwaba,courtier
POL174759,2023-07-07,2025-03-21,2025-09-16,ZYO7641,annulé,yako,agent
POL620972,2019-10-04,2023-06-21,2024-04-04,OB2 W1I,expiré,akwaba,agent
POL752753,2021-11-21,2024-06-12,2025-03-17,5I 1818S,suspendu,yako,agent
POL972945,2024-03-17,2024-06-24,2024-12-08,635 NBR,suspendu,akwaba,courtier
POL861024,2021-01-15,2024-09-27,2025-02-14,F01-XMW,expiré,akwaba,agent
POL475854,2024-09-05,2024-12-27,2025-03-11,PSI-6616,expiré,akwaba,direct
POL081719,2023-08-28,2023-09-13,2025-05-22,24T 4207,valide,yako,agent
POL577410,2022-08-19,2023-05-21,2025-04-16,VZ 09583,expiré,yako,direct
POL247228,2021-12-16,2024-12-27,2025-07-19,ZBT-231,expiré,akwaba,agent
POL126814,2024-03-19,2025-04-23,2025-06-27,070-ZTR,annulé,yako,agent
POL682123,2020-08-25,2022-08-31,2024-04-20,U78-50M,expiré,yako,agent
POL351575,2022-09-24,2023-05-24,2025-07-14,OEK 314,suspendu,yako,agent
POL054139,2021-10-27,2025-08-24,2025-08-24,82I T31,annulé,yako,courtier
POL402576,2021-11-01,2023-11-14,2024-09-24,ZXP 823,expiré,akwaba,courtier
POL160199,2021-11-06,2022-06-19,2022-08-06,MWR 659,suspendu,akwaba,courtier
POL276319,2023-04-12,2023-12-08,2024-10-22,HOD 568,expiré,akwaba,direct
POL620572,2023-01-14,2025-03-04,2025-06-27,ITA 884,annulé,akwaba,agent
POL835602,2022-12-05,2024-07-27,2024-07-30,6OW 252,annulé,akwaba,agent
POL303477,2020-04-15,2023-07-01,2025-02-13,98W Z46,annulé,akwaba,courtier
POL378170,2020-05-13,2023-02-26,2025-08-08,ZQU 383,expiré,akwaba,agent
POL934185,2020-07-19,2025-07-31,2025-09-20,7-88756E,suspendu,akwaba,agent
POL425038,2024-04-22,2025-08-26,2025-09-02,07D 865,annulé,akwaba,direct
POL015403,2020-06-03,2023-01-17,2023-11-05,009 MJA,suspendu,akwaba,courtier
POL188888,2020-12-26,2021-08-12,2025-01-09,YJO 791,suspendu,yako,agent
POL255941,2022-01-07,2022-06-06,2023-11-16,6F628,annulé,akwaba,agent
POL550957,2023-08-14,2024-02-05,2024-05-07,HP1 1109,annulé,yako,direct
POL734066,2020-07-04,2025-04-27,2025-06-24,BZT 009,expiré,akwaba,direct
POL021469,2021-09-20,2022-08-31,2023-04-24,RMT 524,annulé,akwaba,agent
POL079173,2024-03-22,2024-10-21,2025-03-03,WL-4248,expiré,yako,courtier
POL625041,2022-12-10,2023-03-28,2024-11-20,9C 9R4FZI,annulé,yako,agent
POL638184,2022-07-16,2022-07-26,2024-07-15,ADL 801,valide,akwaba,courtier
POL337985,2019-11-30,2020-10-15,2025-01-26,SZM2629,expiré,akwaba,courtier
POL649888,2024-04-10,2025-02-03,2025-06-03,3HR15,valide,yako,direct
POL603416,2022-01-10,2023-09-29,2025-05-19,3-1461Y,expiré,yako,agent
POL386375,2021-09-23,2024-10-18,2025-03-24,KLT-7827,valide,akwaba,agent
POL132206,2023-07-28,2024-01-19,2024-07-26,455JJ,suspendu,akwaba,direct
POL466656,2019-10-31,2020-08-06,2021-09-26,28O 869,expiré,akwaba,direct
POL865833,2023-05-01,2024-02-10,2024-10-21,MWD 482,valide,yako,courtier
POL164878,2020-02-16,2024-08-28,2025-09-21,ZOP D97,expiré,yako,courtier
POL005802,2019-12-19,2023-06-10,2025-03-24,16-KW82,expiré,akwaba,direct
POL737941,2020-06-20,2022-06-18,2024-01-08,5921,valide,akwaba,direct
POL455979,2021-08-27,2022-12-24,2025-06-20,173 GVQ,annulé,akwaba,direct
POL556536,2024-03-23,2025-04-29,2025-07-26,07K 515,valide,yako,direct
POL361770,2023-11-13,2025-04-24,2025-05-12,OAO 142,suspendu,akwaba,courtier
POL331462,2023-07-18,2024-01-16,2024-08-18,8S332,valide,yako,direct
POL620591,2021-04-05,2025-04-21,2025-09-24,696-PQK,valide,akwaba,agent
POL839285,2021-10-06,2024-10-13,2025-01-20,40C 534,valide,yako,agent
POL099821,2022-06-01,2025-04-19,2025-06-12,482 8045,annulé,akwaba,courtier
POL536303,2023-09-18,2025-01-11,2025-04-25,BLN-628,annulé,yako,agent
POL990293,2022-01-13,2022-03-05,2024-04-11,0-60177,valide,yako,agent
POL996365,2020-01-21,2021-07-05,2023-08-12,LHP 321,suspendu,akwaba,agent
POL707568,2020-02-14,2021-05-16,2021-12-06,MCE B68,suspendu,yako,direct
POL372969,2023-07-10,2025-08-04,2025-08-12,1JN0400,suspendu,akwaba,courtier
POL785084,2023-05-02,2025-08-12,2025-09-19,772U6,annulé,yako,agent
POL201949,2023-06-25,2025-02-13,2025-05-19,851KEZ,expiré,akwaba,agent
POL116233,2020-11-03,2025-05-31,2025-07-29,5C 83148,suspendu,akwaba,direct
POL393014,2023-02-04,2025-09-23,2025-09-24,3FLA 31,annulé,akwaba,agent
POL987682,2022-05-14,2025-03-25,2025-08-30,8-82801S,annulé,yako,courtier
POL592834,2020-03-04,2022-01-13,2023-09-18,LRI 397,annulé,akwaba,direct
POL372008,2024-07-09,2024-10-30,2025-04-19,779-AEM,annulé,akwaba,courtier
POL030419,2020-01-07,2022-09-23,2023-05-14,RNL 054,suspendu,akwaba,agent
POL944675,2021-07-02,2023-11-29,2025-07-25,B94 8LX,expiré,akwaba,agent
POL473075,2023-04-03,2024-09-19,2025-03-05,9-93705Y,suspendu,akwaba,agent
POL727790,2022-04-25,2023-01-12,2024-04-11,NUR-849,valide,akwaba,courtier
POL902586,2020-10-07,2023-08-19,2024-03-02,590-CTG,suspendu,akwaba,direct
POL670621,2021-06-01,2022-09-26,2022-10-10,74X•820,suspendu,yako,agent
POL681068,2021-11-13,2024-02-08,2024-04-05,8-8740P,expiré,yako,direct
POL648813,2020-04-07,2025-06-14,2025-08-14,2-72989,valide,yako,agent
POL523319,2019-12-19,2021-06-05,2024-06-26,495-CHX,suspendu,akwaba,agent
POL281775,2023-11-13,2024-01-08,2025-09-21,8798 CD,valide,yako,agent
POL245582,2020-08-22,2024-11-28,2025-02-23,0VD T89,suspendu,yako,agent
POL844762,2020-02-03,2022-03-06,2022-08-15,4C BN697,expiré,yako,courtier
POL427641,2022-07-18,2022-08-21,2024-02-08,20-W365,annulé,akwaba,courtier
POL801029,2021-11-17,2023-06-24,2023-07-17,517 1GG,suspendu,yako,courtier
POL561503,2023-10-04,2024-06-23,2024-11-20,15P 3476,annulé,akwaba,courtier
POL481695,2022-10-11,2023-11-28,2024-10-30,HRX 206,suspendu,akwaba,courtier
POL141628,2024-07-21,2025-04-17,2025-04-26,FEW 144,expiré,akwaba,direct
POL759548,2023-12-31,2024-03-17,2025-02-09,OZR2108,expiré,yako,direct
POL854989,2020-10-30,2021-02-03,2025-03-31,SWC-081,expiré,akwaba,direct
POL949527,2020-05-20,2025-07-22,2025-08-22,454 DGH,valide,akwaba,agent
POL951982,2024-09-06,2025-09-14,2025-09-22,66-4810I,valide,yako,direct
POL544212,2020-03-03,2021-09-11,2022-03-02,EAX 0248,expiré,akwaba,courtier
POL276692,2021-08-11,2024-10-25,2024-11-12,OO8 2354,annulé,akwaba,direct
POL446599,2021-11-09,2022-07-09,2025-03-14,316 3ZQ,suspendu,akwaba,agent
POL568051,2020-07-11,2025-05-30,2025-08-27,DIX-7196,annulé,akwaba,direct
POL292788,2021-05-03,2024-05-05,2025-05-05,SAX 541,valide,akwaba,direct
POL504996,2023-01-27,2025-08-25,2025-09-18,9A 17595,annulé,yako,direct
POL013915,2020-06-11,2024-01-12,2025-06-11,711279,suspendu,akwaba,direct
POL330837,2023-01-28,2025-02-27,2025-08-21,0-0744D,suspendu,yako,courtier
POL470124,2021-10-14,2022-01-25,2023-09-07,3229 CI,expiré,yako,courtier
POL123727,2023-01-12,2024-11-26,2025-02-09,2-9452D,valide,yako,courtier
POL264832,2024-03-21,2024-07-30,2025-09-18,282-MNX,valide,yako,agent
POL005909,2019-10-11,2020-01-25,2022-04-21,547 NUY,suspendu,akwaba,direct
POL129001,2021-05-04,2022-07-03,2025-05-06,VPS2954,valide,yako,agent
POL339583,2024-07-18,2025-01-05,2025-06-19,275 2CK,suspendu,yako,agent
POL182346,2022-02-28,2023-09-27,2024-03-27,PH3 O1R,valide,yako,courtier
POL234087,2020-10-25,2023-04-20,2024-02-12,69-48672,expiré,akwaba,agent
POL400971,2024-07-01,2024-09-02,2025-02-10,230KE,valide,akwaba,courtier
POL588829,2022-07-18,2024-08-27,2025-02-28,D58-24K,annulé,akwaba,courtier
POL339091,2024-08-23,2025-06-15,2025-07-28,52-D126,valide,akwaba,direct
POL521413,2021-10-19,2022-03-07,2024-11-11,4Y021,annulé,akwaba,courtier
POL308763,2021-08-07,2023-05-09,2023-06-16,65T 8894,annulé,yako,direct
POL538089,2020-03-17,2025-07-18,2025-09-15,635 RL3,annulé,akwaba,courtier
POL312308,2022-11-13,2024-09-05,2024-09-06,0SR 963,expiré,yako,agent
POL086294,2019-11-04,2021-11-30,2025-06-01,XB3 1610,expiré,akwaba,courtier
POL219732,2023-02-04,2023-04-26,2024-12-02,7G 5134L,annulé,akwaba,courtier
POL353659,2022-11-14,2024-03-13,2024-12-23,ZHK 636,suspendu,akwaba,courtier
POL510058,2019-12-26,2022-05-16,2024-11-01,2403 HT,expiré,yako,courtier
POL999294,2021-05-01,2023-07-20,2024-04-03,510-BES,suspendu,yako,courtier
POL657684,2024-08-26,2025-05-04,2025-07-13,H47-24N,annulé,akwaba,direct
POL986959,2023-06-29,2025-02-04,2025-08-25,PHE 048,expiré,yako,agent
POL802362,2024-04-24,2025-08-01,2025-09-04,5B 59190,valide,akwaba,direct
POL842448,2023-09-26,2025-06-07,2025-09-17,19CE133,annulé,yako,direct
POL264868,2022-11-09,2025-01-09,2025-03-17,4M 4Y8VXH,expiré,akwaba,agent
POL505472,2021-03-22,2022-04-20,2023-05-16,59-P042,annulé,yako,agent
POL534963,2021-06-22,2022-11-10,2023-11-28,20N F90,suspendu,yako,courtier
POL036493,2020-12-16,2022-09-07,2022-10-16,219H,expiré,akwaba,direct
POL692645,2020-07-09,2022-07-22,2024-11-26,KW 4853,suspendu,akwaba,direct
POL183499,2023-05-28,2023-09-07,2025-09-21,NIG 859,expiré,akwaba,courtier
POL121318,2023-01-12,2024-01-23,2025-05-27,0TS4520,valide,akwaba,direct
POL757528,2023-12-15,2025-04-13,2025-08-07,TPH-411,expiré,yako,courtier
POL365811,2023-10-07,2025-08-26,2025-09-12,EHC 869,annulé,yako,direct
POL882381,2024-08-15,2025-04-27,2025-04-27,FA 6163,suspendu,akwaba,direct
POL228768,2024-08-28,2024-08-31,2025-08-16,3-3999C,suspendu,yako,agent
POL611723,2023-03-08,2023-04-25,2023-12-07,CEY 885,valide,akwaba,agent
POL832652,2024-06-15,2024-06-18,2025-05-13,5840,expiré,yako,courtier
POL393134,2020-09-25,2020-12-16,2025-09-14,871-497,valide,akwaba,agent
POL720576,2021-07-12,2023-10-05,2024-03-22,340-ZOF,suspendu,yako,agent
POL724028,2020-05-18,2021-06-12,2024-01-01,KZG-288,expiré,yako,agent
POL060269,2023-04-06,2024-01-26,2025-02-06,208 KMS,suspendu,akwaba,agent
POL730333,2021-05-13,2023-08-22,2025-03-15,3RJ 549,valide,akwaba,direct
POL050276,2020-07-06,2020-09-25,2022-09-30,584-UAD,suspendu,yako,courtier
POL613077,2022-06-01,2025-07-23,2025-07-27,121-DQC,annulé,akwaba,agent
POL657615,2022-03-21,2024-02-04,2024-07-29,MKT 684,expiré,yako,direct
POL217070,2019-11-20,2021-07-02,2023-03-15,3D289,expiré,akwaba,agent
POL762660,2022-01-25,2022-06-16,2025-07-26,80R I44,expiré,akwaba,courtier
POL034683,2021-02-01,2021-06-27,2022-02-08,437 5368,expiré,akwaba,courtier
POL569733,2022-01-28,2025-02-22,2025-04-03,AUO 827,annulé,yako,courtier
POL676968,2024-09-02,2025-07-16,2025-09-19,760-SZO,valide,akwaba,direct
POL861386,2021-03-09,2021-09-25,2023-03-19,JJK 152,suspendu,akwaba,direct
POL882768,2022-11-13,2023-06-20,2024-04-11,IIF-9377,annulé,akwaba,courtier
POL603856,2021-11-04,2025-07-16,2025-08-05,KRO 346,valide,akwaba,agent
POL439318,2020-08-18,2020-10-27,2022-11-13,717 LXR,expiré,yako,courtier
POL155450,2021-11-01,2022-04-30,2023-08-03,816-XQC,expiré,yako,courtier
POL741501,2020-10-08,2022-05-30,2024-10-06,IOM-803,annulé,yako,agent
POL934661,2024-04-21,2025-06-10,2025-06-27,390-NJT,suspendu,akwaba,courtier
POL295568,2024-03-03,2025-01-23,2025-05-12,SMV 473,valide,akwaba,agent
POL862984,2023-07-20,2023-10-03,2024-08-01,250-881,suspendu,akwaba,courtier
POL878856,2024-02-29,2024-08-22,2024-09-22,HRE 185,expiré,yako,direct
POL996441,2023-12-22,2025-09-02,2025-09-18,8HE R57,expiré,akwaba,agent
POL805040,2024-01-01,2025-01-21,2025-07-10,ZBH 873,suspendu,yako,direct
POL669145,2020-01-23,2023-11-17,2025-04-18,P02 3AE,suspendu,yako,direct
POL297706,2021-04-01,2021-07-24,2022-04-01,372-IEA,expiré,akwaba,direct
POL184926,2023-11-01,2025-06-29,2025-09-22,UR0 8516,valide,akwaba,direct
POL184422,2022-05-18,2024-01-31,2025-08-26,91-55783,expiré,yako,courtier
POL720282,2020-11-02,2021-07-15,2023-09-13,694K0,expiré,akwaba,direct
POL741110,2022-10-28,2025-03-17,2025-06-16,VAP 017,suspendu,yako,direct
POL693086,2022-05-05,2022-11-29,2022-11-29,PAJ-7990,expiré,akwaba,direct
POL430941,2024-01-02,2024-01-21,2024-09-08,9417 RJ,suspendu,yako,agent
POL305682,2020-09-17,2023-11-07,2024-03-27,3-16171,suspendu,akwaba,agent
POL624980,2022-09-10,2024-02-19,2025-07-11,4U103,suspendu,akwaba,direct
POL392355,2023-10-07,2025-01-15,2025-08-24,DEU-148,valide,akwaba,courtier
POL502129,2021-06-22,2022-12-05,2023-10-13,MDX 751,valide,akwaba,agent
POL063308,2022-05-20,2025-04-08,2025-07-05,18-R226,expiré,akwaba,agent
POL784984,2020-09-08,2025-08-06,2025-08-14,250X,expiré,akwaba,agent
POL907924,2024-05-24,2025-06-11,2025-09-23,59-36118,annulé,yako,agent
POL139514,2024-01-15,2024-10-01,2024-12-24,99BE410,expiré,yako,courtier
POL966637,2021-02-25,2022-11-23,2024-06-17,692998,annulé,yako,direct
POL113383,2024-05-25,2024-08-01,2025-09-22,3EY J42,expiré,akwaba,courtier
POL865739,2024-02-15,2024-12-02,2025-01-30,9Y 12962,suspendu,yako,agent
POL189912,2023-04-10,2023-11-28,2024-06-02,550-GRD,annulé,yako,agent
POL351528,2024-06-24,2025-04-30,2025-08-25,QFP9798,valide,akwaba,direct
POL636503,2020-09-23,2022-07-05,2025-06-29,KEE 349,annulé,yako,agent
POL862757,2020-05-13,2023-10-10,2024-07-02,3P341,annulé,yako,courtier
POL933331,2022-07-19,2024-04-13,2025-08-29,NQ-1783,suspendu,akwaba,courtier
POL393820,2022-09-05,2025-01-18,2025-05-08,CHJ-207,annulé,akwaba,agent
POL579760,2021-09-22,2023-08-06,2025-05-15,74I LY1,expiré,yako,agent
POL701969,2023-03-18,2025-09-01,2025-09-07,505 AEN,suspendu,yako,direct
POL621736,2023-01-24,2024-07-03,2025-09-18,60VP2,expiré,akwaba,courtier
POL119677,2020-11-10,2023-09-05,2024-11-05,DLW 9334,expiré,yako,agent
POL469235,2023-10-08,2024-06-18,2024-11-06,028 QP7,valide,yako,direct
POL577433,2022-02-12,2023-06-08,2025-05-27,711 9AQ,suspendu,akwaba,courtier
POL925636,2020-11-03,2023-03-16,2024-10-21,PFM 451,valide,yako,direct
POL185113,2023-12-16,2025-07-27,2025-08-29,356 VE0,expiré,yako,agent
POL217593,2023-07-06,2023-12-22,2024-02-07,RHD 362,expiré,yako,courtier
POL315777,2023-12-07,2024-08-02,2025-04-22,220 KZF,valide,akwaba,courtier
POL115401,2020-02-04,2025-06-30,2025-07-20,OOS 539,expiré,akwaba,direct
POL382357,2021-02-24,2024-07-12,2025-06-02,5509,valide,akwaba,direct
POL863207,2024-03-25,2024-12-12,2025-03-01,ZTM-6696,annulé,akwaba,courtier
POL236708,2021-12-01,2023-12-30,2024-10-07,457 CNX,valide,akwaba,direct
POL493830,2020-10-05,2025-01-25,2025-06-21,MKW 960,valide,yako,courtier
POL636260,2020-03-17,2022-07-14,2024-12-10,040A3,expiré,yako,courtier
POL351892,2024-04-15,2024-06-04,2024-07-20,50N G94,valide,yako,courtier
POL098445,2023-08-14,2025-07-10,2025-09-09,26-46514,valide,yako,direct
POL291330,2021-01-29,2024-04-08,2024-08-30,81B A11,expiré,yako,agent
POL859087,2023-03-12,2023-09-02,2024-08-30,38-DI30,valide,akwaba,courtier
POL399052,2020-12-08,2023-10-05,2025-01-15,036 2ZB,valide,akwaba,direct
POL358612,2019-11-11,2020-10-22,2022-04-26,6QO U97,annulé,akwaba,agent
POL571218,2020-09-20,2021-10-30,2023-08-16,7RU 141,annulé,akwaba,agent
POL243503,2023-10-06,2024-09-23,2025-04-29,957 XWX,expiré,yako,agent
POL419679,2020-01-28,2020-11-18,2022-09-06,T17 5FG,suspendu,yako,courtier
POL143670,2023-09-30,2024-01-22,2025-04-28,7HQP827,annulé,akwaba,agent
POL609849,2024-01-26,2025-04-02,2025-07-31,057GYF,annulé,yako,courtier
POL018152,2022-11-02,2024-01-30,2025-06-29,4-T9828,suspendu,akwaba,courtier
POL771039,2022-10-21,2025-01-07,2025-01-14,1AF H64,valide,yako,courtier
POL033809,2021-12-29,2022-05-09,2024-03-24,3L W6138,suspendu,akwaba,agent
POL080950,2023-10-19,2024-05-02,2025-01-19,799-EFN,valide,yako,agent
POL330076,2020-02-20,2023-01-18,2023-06-07,4-35638,valide,akwaba,direct
POL133916,2020-06-19,2025-01-17,2025-01-21,MA 6880,suspendu,akwaba,courtier
POL782505,2022-06-22,2025-05-30,2025-07-28,97-J503,valide,yako,agent
POL697642,2024-06-10,2024-10-04,2025-01-04,79-67314,suspendu,akwaba,direct
POL196732,2020-05-31,2024-07-20,2025-02-25,OEZ-272,valide,akwaba,direct
POL317105,2020-01-01,2023-03-18,2024-07-17,5SKL397,suspendu,akwaba,direct
POL869736,2023-05-22,2024-02-19,2025-05-25,30H•945,suspendu,yako,direct
POL734378,2022-04-14,2023-03-14,2025-01-06,3E BN525,suspendu,yako,courtier
POL612088,2024-09-17,2025-06-05,2025-06-06,017 PSB,valide,yako,courtier
POL605508,2020-09-30,2021-07-10,2024-01-07,34R J34,valide,akwaba,direct
POL073796,2019-09-30,2024-11-19,2025-08-29,622 RLX,suspendu,akwaba,direct
POL946423,2023-09-25,2024-10-27,2024-12-29,UPM 211,valide,yako,agent
POL070085,2022-07-27,2025-07-17,2025-07-22,745 IRZ,annulé,yako,direct
POL090765,2021-05-23,2025-01-08,2025-02-20,18-GB66,suspendu,akwaba,agent
POL656612,2021-12-03,2022-03-07,2024-12-17,DWI-1937,valide,akwaba,agent
POL461618,2019-11-30,2022-09-01,2023-04-02,GJM 795,suspendu,akwaba,direct
POL286424,2020-02-06,2023-01-02,2024-03-12,6V 54314,suspendu,akwaba,courtier
POL817694,2024-05-18,2025-05-31,2025-09-16,HHD 349,expiré,yako,agent
POL519309,2022-11-11,2025-08-03,2025-09-21,DEU 794,suspendu,akwaba,direct
POL703459,2019-11-13,2022-03-09,2025-08-11,JSG1028,expiré,yako,agent
POL832333,2022-06-14,2024-02-09,2024-12-27,878383,valide,akwaba,direct
POL279612,2020-07-08,2025-04-22,2025-06-20,VHF-807,expiré,yako,courtier
POL265289,2022-04-20,2023-05-28,2025-03-07,5BE56,annulé,akwaba,agent
POL829899,2023-02-19,2025-01-03,2025-06-11,MPI 468,valide,yako,direct
POL957151,2020-01-19,2023-07-02,2025-01-12,574 9AQ,valide,yako,direct
POL128694,2024-07-10,2024-12-19,2025-09-06,VP 84721,expiré,yako,courtier
POL513027,2022-09-14,2023-04-19,2023-11-07,647SK,expiré,yako,agent
POL893451,2022-08-28,2023-02-09,2025-02-16,1TS 386,valide,yako,direct
POL134222,2023-05-08,2023-07-23,2025-09-24,393 PRP,annulé,akwaba,courtier
POL940473,2024-06-09,2024-07-13,2025-06-21,541 TNR,valide,yako,direct
POL767854,2022-12-25,2024-11-22,2025-05-27,8ON I13,expiré,yako,courtier
POL988536,2023-03-03,2023-03-21,2025-04-06,613385,annulé,yako,direct
POL153994,2022-05-16,2024-10-23,2025-03-06,0-30113,annulé,yako,direct
POL482547,2022-02-02,2024-12-13,2025-04-06,54RK8,suspendu,akwaba,direct
POL596506,2021-01-28,2022-06-18,2024-01-04,4Y 2D0GWB,suspendu,akwaba,courtier
POL605329,2023-10-01,2024-02-15,2024-09-25,ZQ-3908,expiré,akwaba,direct
POL878330,2022-06-03,2024-01-17,2025-02-06,554 WOH,expiré,yako,agent
POL772008,2022-04-13,2025-08-10,2025-08-19,124-985,annulé,yako,direct
POL155501,2023-07-13,2023-09-24,2024-04-21,LY 87447,expiré,yako,agent
POL253565,2021-02-27,2025-03-27,2025-04-01,IXX 054,valide,yako,direct
POL349294,2024-02-19,2025-03-30,2025-07-09,GTU R01,annulé,akwaba,courtier
POL863870,2021-05-15,2024-10-26,2025-05-11,08D 9311,expiré,yako,courtier
POL039791,2021-04-11,2025-03-24,2025-04-01,LXU 181,annulé,yako,direct
POL123096,2024-04-24,2024-09-04,2024-10-17,J53 1FS,suspendu,akwaba,agent
POL985733,2021-01-01,2024-01-30,2024-04-05,88Z M72,expiré,yako,direct
POL568674,2020-10-18,2021-01-26,2023-06-03,XBX 286,valide,akwaba,direct
POL610068,2021-01-04,2025-06-10,2025-06-17,HRR-0544,annulé,akwaba,direct
