numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire
POL591162,2022-10-25,2024-05-27,2024-07-10,580G,suspendu,yako,agent
POL912488,2021-11-19,2025-01-04,2025-01-28,HSW 760,suspendu,akwaba,direct
POL044246,2021-05-06,2021-10-25,2023-08-24,82Y RU3,suspendu,akwaba,courtier
POL573010,2023-08-27,2024-09-12,2025-08-13,1309 QJ,annulé,akwaba,courtier
POL638346,2019-09-27,2021-07-05,2022-02-26,43G•296,expiré,yako,direct
POL436940,2022-05-04,2024-12-05,2025-04-30,522-518,expiré,akwaba,agent
POL000251,2022-03-15,2022-12-10,2024-07-08,600 DSM,annulé,akwaba,direct
POL466660,2020-09-10,2021-05-06,2023-09-02,SWK-6909,valide,akwaba,direct
POL842088,2023-05-21,2024-09-24,2025-02-10,341 4TP,suspendu,yako,agent
POL939105,2023-03-29,2025-09-11,2025-09-15,9Y CS923,valide,akwaba,direct
POL345062,2019-10-28,2022-12-22,2024-07-27,378 NGT,suspendu,akwaba,agent
POL251705,2024-03-30,2024-04-09,2024-07-26,24-73956,suspendu,akwaba,courtier
POL577260,2023-09-08,2023-10-21,2025-05-23,834 QA2,annulé,akwaba,courtier
POL534291,2022-12-05,2025-07-06,2025-07-29,QMT 455,suspendu,yako,agent
POL013404,2022-04-20,2023-12-31,2025-07-10,105JNS,annulé,yako,direct
POL909109,2023-07-06,2024-01-14,2025-06-22,05Q 588,suspendu,akwaba,direct
POL959447,2020-01-07,2021-07-18,2022-09-05,6VN O01,suspendu,akwaba,direct
POL163077,2021-02-25,2022-09-30,2024-12-31,005Q,suspendu,akwaba,courtier
POL084638,2024-05-28,2024-12-25,2025-05-28,WEI-736,valide,akwaba,agent
POL495176,2023-03-04,2024-08-15,2024-11-18,WTV 096,annulé,yako,courtier
POL398526,2024-02-29,2024-05-13,2024-12-14,596-WYY,suspendu,yako,agent
POL455326,2022-09-24,2023-12-02,2024-11-09,8KA Q38,suspendu,akwaba,agent
POL769771,2022-05-07,2025-05-02,2025-08-18,MVV 865,suspendu,yako,direct
POL059444,2019-10-20,2021-04-09,2025-03-06,272 OAM,suspendu,akwaba,courtier
POL400956,2023-02-25,2023-12-06,2025-02-14,STB-3885,valide,yako,direct
POL186290,2023-09-20,2023-10-04,2024-01-11,644 JNT,valide,akwaba,direct
POL901511,2021-08-02,2022-08-28,2022-11-29,CIT2578,expiré,akwaba,direct
POL943869,2022-02-28,2024-12-10,2025-02-28,01E•698,valide,akwaba,courtier
POL939825,2023-05-04,2023-08-01,2025-07-06,47O S16,valide,yako,courtier
POL377691,2023-01-01,2025-08-23,2025-09-18,GSN4421,valide,akwaba,agent
POL598096,2020-07-22,2024-05-14,2024-10-29,L83 2YS,expiré,yako,direct
POL677252,2021-08-03,2024-11-27,2025-03-01,N59 3GV,suspendu,akwaba,courtier
POL247722,2023-08-11,2023-08-28,2024-02-21,MRG 224,suspendu,yako,courtier
POL040681,2021-08-27,2023-03-18,2023-07-02,RDX-8849,suspendu,yako,direct
POL815204,2024-09-11,2024-09-27,2024-11-06,MHD 229,suspendu,akwaba,agent
POL290086,2020-06-19,2021-09-13,2022-12-11,73S 289,annulé,yako,courtier
POL644009,2020-12-23,2022-01-06,2023-06-25,091 8926,annulé,akwaba,direct
POL271644,2024-01-26,2024-04-18,2025-01-02,349 IMR,expiré,yako,direct
POL471791,2022-10-15,2024-06-19,2025-04-25,290-WFB,suspendu,yako,agent
POL153914,2020-07-12,2023-07-13,2024-12-12,925-ETR,annulé,akwaba,courtier
POL180428,2021-04-16,2023-02-22,2024-06-18,998-WCZ,valide,yako,agent
POL485057,2021-05-26,2024-02-02,2024-08-15,22O•672,suspendu,yako,agent
POL275368,2022-08-21,2024-12-25,2025-08-01,76IR756,valide,yako,courtier
POL562748,2021-08-10,2023-03-27,2024-09-30,3VX 474,valide,yako,courtier
POL630542,2023-10-20,2024-03-23,2025-09-21,IBZ 095,suspendu,yako,direct
POL528084,2020-01-24,2025-05-24,2025-06-23,L73-LZM,suspendu,yako,direct
POL101894,2020-08-22,2022-05-26,2023-03-09,3D 5P3ZES,valide,akwaba,courtier
POL053261,2022-05-13,2023-06-28,2023-12-02,5QM K10,expiré,akwaba,courtier
POL449228,2021-10-25,2024-03-14,2024-08-25,BCM 881,expiré,akwaba,agent
POL948897,2022-10-15,2023-08-23,2024-08-04,PAC-1765,annulé,yako,agent
POL573403,2019-10-08,2020-05-25,2025-01-10,996 VYD,suspendu,yako,courtier
POL454293,2021-04-11,2021-10-13,2024-06-08,7JI D37,expiré,yako,agent
POL233418,2020-01-15,2021-09-24,2023-08-01,875-255,annulé,yako,direct
POL126022,2020-04-11,2023-09-14,2024-10-14,WDP-8229,annulé,yako,direct
POL579878,2021-07-19,2023-09-05,2025-02-04,425 ZPV,expiré,akwaba,courtier
POL203668,2021-12-19,2022-12-13,2024-05-25,R51 5SN,annulé,yako,direct
POL036331,2021-10-16,2022-03-07,2022-12-19,30V 2412,valide,yako,agent
POL381011,2023-05-23,2025-01-07,2025-02-14,48-28864,suspendu,akwaba,agent
POL729933,2019-11-12,2024-01-20,2025-09-03,76-7922G,suspendu,akwaba,direct
POL953370,2023-04-25,2023-11-15,2025-01-06,7QQ0216,expiré,akwaba,direct
POL131065,2020-01-30,2020-03-19,2023-06-21,YUG0277,expiré,akwaba,agent
POL564361,2023-04-10,2024-11-25,2025-08-27,7P EN481,expiré,akwaba,direct
POL025281,2022-09-02,2024-05-28,2025-07-23,1WV7126,suspendu,akwaba,courtier
POL400590,2024-07-16,2025-09-13,2025-09-22,8AJE 67,annulé,akwaba,direct
POL569031,2019-12-04,2025-05-25,2025-08-09,989-JHX,annulé,yako,courtier
POL425937,2024-05-21,2025-08-09,2025-09-15,5GN 177,expiré,yako,agent
POL893573,2020-01-18,2025-06-08,2025-08-29,7-6436B,valide,akwaba,direct
POL138983,2021-05-21,2021-11-22,2023-10-18,019 TWB,annulé,akwaba,courtier
POL459907,2020-10-29,2024-10-14,2025-04-24,320 2LM,valide,akwaba,agent
POL973028,2019-10-30,2020-09-01,2024-02-26,128-EZIT,annulé,yako,courtier
POL181911,2020-07-04,2024-04-04,2025-01-24,4851 EN,valide,akwaba,courtier
POL027257,2020-02-21,2021-09-12,2024-09-20,001 DXD,valide,yako,direct
POL548648,2024-06-13,2024-09-21,2025-04-17,588 5552,annulé,yako,courtier
POL523408,2021-01-09,2023-08-10,2025-09-23,GBP 327,suspendu,yako,direct
POL550006,2020-11-09,2025-03-29,2025-08-07,446-380,expiré,yako,direct
POL295781,2020-12-17,2022-01-09,2025-03-20,118-PUL,expiré,akwaba,courtier
POL657497,2020-10-10,2022-10-11,2025-02-08,1UG3665,suspendu,akwaba,agent
POL350325,2020-01-12,2020-11-01,2021-03-10,231L,valide,akwaba,courtier
POL807066,2021-01-09,2021-11-24,2022-03-02,W07 6FZ,valide,yako,direct
POL733739,2023-08-14,2025-07-24,2025-08-14,VL6 9702,annulé,yako,direct
POL346153,2024-04-06,2025-01-24,2025-07-29,38G Z46,suspendu,yako,courtier
POL158129,2022-04-23,2023-01-19,2023-04-22,ZHR-926,valide,akwaba,courtier
POL537447,2021-03-01,2021-10-30,2023-09-14,YZY 988,annulé,yako,courtier
POL484781,2022-10-06,2023-06-15,2024-10-16,29S V67,valide,yako,direct
POL488769,2022-04-20,2024-04-26,2025-05-13,4N 2G2FOU,suspendu,yako,agent
POL209135,2020-02-28,2020-11-04,2023-08-09,39IQ725,valide,yako,courtier
POL339331,2021-05-29,2023-11-06,2025-07-13,296 6JU,expiré,yako,courtier
POL302480,2023-12-19,2024-01-02,2025-07-05,DN 1748,annulé,yako,direct
POL963633,2023-11-30,2024-01-21,2025-09-07,RTK-759,annulé,akwaba,direct
POL587493,2024-07-05,2025-05-12,2025-08-17,416-MPZ,suspendu,yako,direct
POL688869,2024-07-09,2025-02-20,2025-03-11,7SJ 164,valide,akwaba,direct
POL145688,2019-12-25,2023-12-07,2024-07-06,NZD 083,annulé,akwaba,direct
POL178286,2020-07-26,2020-08-22,2022-12-13,3Y C6597,expiré,akwaba,agent
POL966965,2020-03-19,2020-03-19,2023-04-11,ASR Y58,suspendu,akwaba,direct
POL766068,2021-05-25,2023-05-05,2023-07-05,405GZJ,suspendu,yako,direct
POL937199,2023-08-24,2024-10-04,2025-01-03,5XZ4755,annulé,akwaba,courtier
POL468155,2020-12-13,2023-10-19,2024-02-29,489040,expiré,yako,agent
POL773498,2023-02-22,2024-01-05,2024-11-20,MBY-241,annulé,yako,direct
POL783569,2023-07-02,2024-08-30,2025-08-16,761SLG,valide,yako,agent
POL726367,2023-12-06,2024-12-10,2025-08-29,V03-65L,annulé,akwaba,courtier
POL138460,2023-12-10,2024-08-27,2024-09-02,WKM 213,valide,yako,courtier
POL544155,2021-04-11,2022-04-13,2024-08-14,UKT-2577,annulé,yako,agent
POL529991,2021-07-10,2023-02-02,2024-02-12,33W X91,expiré,akwaba,agent
POL857415,2021-04-04,2023-10-25,2023-11-12,UWC-9100,annulé,yako,direct
POL165683,2020-03-06,2020-03-07,2023-08-06,B37 3BL,valide,yako,direct
POL718641,2021-09-27,2021-12-25,2025-04-26,054 CNE,suspendu,akwaba,agent
POL887367,2021-05-30,2024-03-09,2024-10-28,4RR7312,expiré,akwaba,courtier
POL306637,2021-04-18,2025-09-20,2025-09-22,HHU 973,suspendu,akwaba,direct
POL009739,2022-08-09,2022-11-30,2025-06-03,160 RGZ,annulé,yako,courtier
POL139730,2022-02-06,2023-04-29,2025-01-22,AOZ-0869,annulé,akwaba,direct
POL093661,2022-08-03,2023-03-07,2024-08-10,6Z446,valide,akwaba,direct
POL145475,2023-10-02,2024-10-31,2025-08-30,0597,annulé,akwaba,courtier
POL544579,2021-06-05,2022-10-24,2022-11-27,SEH-715,valide,akwaba,agent
POL608991,2024-03-21,2024-04-06,2024-04-30,184 OE4,suspendu,akwaba,agent
POL488965,2023-07-27,2025-05-09,2025-05-10,VVC7587,expiré,yako,agent
POL798771,2023-11-22,2024-03-04,2025-09-14,589 7AG,annulé,akwaba,courtier
POL121574,2023-03-13,2025-08-15,2025-09-13,IMP-3630,suspendu,yako,agent
POL628797,2019-12-19,2024-09-07,2024-09-12,JPI 298,valide,akwaba,agent
POL284937,2021-05-05,2023-06-08,2024-02-13,3-96826,suspendu,akwaba,direct
POL207782,2022-05-08,2022-12-17,2025-05-25,37XW2,suspendu,yako,agent
POL214997,2019-10-22,2023-08-29,2024-06-22,ASL0709,expiré,yako,courtier
POL143689,2022-10-17,2025-01-18,2025-06-06,PKE J22,annulé,akwaba,agent
POL619978,2022-09-19,2022-09-29,2025-04-20,99-JL70,valide,yako,agent
POL026909,2020-10-12,2025-07-29,2025-08-25,QGS-238,annulé,akwaba,courtier
POL306222,2023-03-09,2024-09-05,2024-12-17,766 MVR,suspendu,yako,courtier
POL650138,2022-09-29,2023-06-09,2023-12-20,667 SWF,expiré,yako,courtier
POL026080,2024-03-02,2024-03-11,2025-09-01,4-57278R,annulé,yako,courtier
POL115881,2022-02-24,2023-08-29,2024-11-16,1-U6692,annulé,yako,agent
POL701758,2023-06-24,2025-04-10,2025-09-09,04Q L68,suspendu,yako,direct
POL812481,2021-01-15,2022-06-30,2023-05-23,784 TUA,expiré,yako,courtier
POL700735,2024-02-27,2024-10-10,2025-07-26,LKR-9761,suspendu,yako,courtier
POL229585,2023-10-31,2024-01-26,2025-02-16,42-3298A,valide,akwaba,agent
POL073589,2022-08-16,2023-10-14,2025-03-13,BKA-2469,suspendu,yako,courtier
POL816709,2021-08-31,2023-06-05,2023-09-10,KHN 145,expiré,yako,courtier
POL034533,2021-12-16,2022-06-05,2022-11-25,59O G23,expiré,yako,agent
POL399292,2023-12-17,2024-11-11,2024-12-05,1-N5609,expiré,akwaba,direct
POL677718,2024-09-02,2025-04-30,2025-08-02,FZK 276,valide,akwaba,direct
POL991702,2020-03-09,2022-11-18,2025-01-16,WGI 719,valide,yako,agent
POL273286,2021-02-16,2021-11-24,2024-06-29,926-OJN,expiré,akwaba,direct
POL082141,2020-01-31,2025-08-18,2025-08-30,LRQ 090,valide,yako,direct
POL132079,2019-12-13,2021-04-12,2025-01-29,684 RRK,annulé,akwaba,direct
POL313148,2020-08-16,2024-06-12,2024-09-12,301-HAI,expiré,akwaba,courtier
POL094703,2024-02-26,2025-02-24,2025-08-02,00A•768,annulé,akwaba,agent
POL626897,2020-07-12,2025-04-29,2025-05-23,HUJ 693,annulé,yako,agent
POL765582,2023-06-20,2023-10-14,2023-12-13,Y42 0OX,expiré,akwaba,courtier
POL730795,2021-09-18,2025-02-10,2025-09-12,6BEA795,valide,yako,direct
POL014929,2021-01-14,2025-08-29,2025-09-12,YCL 914,expiré,akwaba,courtier
POL157811,2022-11-18,2023-11-14,2025-08-29,1YL 124,expiré,akwaba,agent
POL193356,2019-11-20,2021-10-26,2023-10-27,227-NVF,annulé,yako,agent
POL200688,2019-12-07,2023-05-12,2024-11-23,488 EYX,valide,akwaba,direct
POL841071,2022-08-05,2025-02-08,2025-05-03,19-4948G,expiré,akwaba,agent
POL291282,2022-07-14,2023-01-29,2023-01-29,128 8FQ,valide,yako,agent
POL976442,2023-09-24,2025-02-25,2025-08-15,38IR405,annulé,akwaba,agent
POL911901,2023-06-19,2023-07-16,2025-07-10,Z92 7JN,annulé,yako,courtier
POL232349,2020-05-03,2024-01-30,2024-06-28,Z82 0QS,valide,akwaba,agent
POL257295,2024-03-15,2025-03-03,2025-04-11,JLD-5195,expiré,akwaba,courtier
POL103438,2023-09-03,2024-12-10,2024-12-31,D 748246,expiré,yako,direct
POL815896,2023-02-07,2023-02-19,2025-03-04,8-D9298,valide,akwaba,direct
POL776753,2022-03-13,2022-09-02,2024-12-30,0TP1548,valide,yako,agent
POL559876,2024-01-16,2025-01-27,2025-04-25,725648,valide,yako,courtier
POL127535,2020-03-26,2023-05-06,2024-08-26,7365,annulé,yako,courtier
POL123749,2020-12-04,2022-06-05,2022-07-27,0VQ4082,annulé,akwaba,direct
POL240351,2020-05-08,2020-11-22,2024-12-21,612 RYH,annulé,yako,direct
POL313848,2024-02-26,2024-03-04,2024-07-23,5754 CM,expiré,yako,direct
POL712350,2021-12-05,2024-01-24,2025-02-13,DYA 571,valide,yako,direct
POL442494,2022-07-05,2025-04-08,2025-05-10,73-HZ80,valide,akwaba,agent
POL538144,2019-12-08,2025-01-31,2025-04-30,505-EJB,valide,yako,courtier
POL063241,2020-12-10,2021-06-06,2025-02-21,EKT J99,valide,akwaba,courtier
POL996013,2020-08-07,2023-12-04,2023-12-29,HZB 573,annulé,akwaba,direct
POL076053,2022-06-24,2025-05-22,2025-05-26,6CK 954,expiré,yako,courtier
POL251959,2020-11-16,2021-10-29,2023-06-18,I87 5GD,expiré,akwaba,direct
POL116432,2022-06-10,2022-10-16,2024-12-28,42-ZJ70,valide,akwaba,agent
POL226774,2020-05-17,2024-07-17,2024-08-23,83R•713,expiré,yako,agent
POL763451,2022-10-06,2023-01-11,2025-06-21,7RZ 653,expiré,akwaba,courtier
POL065506,2021-01-06,2022-11-15,2025-05-29,QTA-5495,expiré,yako,direct
POL493075,2023-03-16,2024-07-23,2024-07-30,290TPB,annulé,yako,courtier
POL466055,2020-06-11,2025-02-09,2025-02-17,72-BH03,suspendu,akwaba,direct
POL452674,2019-12-07,2021-12-16,2022-12-04,2V R8418,expiré,akwaba,courtier
POL886486,2024-06-30,2025-08-02,2025-08-08,OR-7807,expiré,yako,direct
POL889948,2021-07-28,2025-05-24,2025-06-01,97-95233,valide,yako,courtier
POL164535,2020-07-27,2025-07-14,2025-07-26,KJO B67,expiré,yako,agent
POL308158,2021-09-27,2025-03-12,2025-08-17,RFU 481,annulé,akwaba,agent
POL713244,2021-04-20,2025-06-25,2025-09-22,9H 6008V,suspendu,yako,direct
POL756102,2019-09-28,2022-10-30,2025-07-08,PIQ 764,expiré,akwaba,direct
POL885948,2021-05-31,2022-12-17,2024-01-27,653-IWYR,valide,yako,agent
POL299367,2022-07-16,2025-09-23,2025-09-24,ZNF 7977,valide,akwaba,agent
POL178461,2020-09-24,2023-07-16,2024-02-25,OJO 0695,annulé,yako,agent
POL720295,2020-12-15,2024-07-03,2025-03-15,PT 4871,suspendu,akwaba,courtier
POL824096,2021-12-12,2024-01-07,2024-03-16,QQH-765,expiré,akwaba,direct
POL572643,2020-12-18,2025-07-11,2025-08-26,CQB-371,suspendu,akwaba,courtier
POL703682,2024-09-06,2025-06-26,2025-08-10,7DI T78,expiré,akwaba,direct
POL407601,2020-02-26,2023-10-23,2024-04-25,294O,expiré,akwaba,agent
POL935796,2020-09-28,2024-12-08,2025-03-03,2IG5675,annulé,yako,agent
POL395353,2023-06-29,2025-05-30,2025-09-22,N10-46M,suspendu,yako,direct
POL969394,2020-09-29,2021-09-30,2023-10-22,WY2 6922,suspendu,yako,direct
POL858892,2021-07-28,2025-04-07,2025-05-29,5G Y5948,expiré,akwaba,direct
POL595471,2022-01-13,2024-04-06,2024-05-19,786XE,suspendu,yako,direct
POL309295,2020-02-27,2025-09-13,2025-09-13,917 VBB,annulé,akwaba,direct
POL769714,2022-12-26,2024-04-03,2024-10-18,333-LPH,valide,akwaba,courtier
POL208707,2021-05-15,2022-06-10,2024-02-01,HBH 826,suspendu,yako,courtier
POL451121,2020-06-29,2020-10-05,2022-09-08,KVW 041,expiré,yako,agent
POL008281,2021-10-01,2025-03-12,2025-05-24,GH-7466,suspendu,akwaba,direct
POL352404,2021-06-08,2022-03-18,2024-04-28,RQU 1359,expiré,akwaba,courtier
POL440229,2020-10-07,2023-07-20,2025-01-24,84-UG78,suspendu,akwaba,direct
POL884541,2021-03-28,2024-01-12,2025-02-16,871ZEM,suspendu,akwaba,courtier
POL406741,2022-07-04,2024-04-01,2024-11-29,HZG-8848,expiré,akwaba,direct
POL720774,2023-12-30,2025-07-29,2025-08-25,39X L21,expiré,yako,courtier
POL535771,2020-06-09,2021-02-13,2022-05-19,214 WVL,annulé,akwaba,courtier
POL250208,2022-02-05,2023-04-02,2023-12-13,778 6XT,annulé,yako,agent
POL798186,2023-05-19,2023-12-30,2024-11-08,SOO 440,valide,yako,direct
POL659607,2022-08-14,2024-01-26,2025-02-09,9S023,annulé,akwaba,direct
POL499297,2022-03-07,2022-04-20,2022-04-22,77T H26,annulé,akwaba,agent
POL283412,2023-01-26,2025-06-13,2025-08-22,77-40586,valide,yako,courtier
POL904579,2020-03-17,2020-06-13,2022-01-08,92XI2,expiré,yako,direct
POL530300,2021-11-16,2025-09-13,2025-09-24,250ETQ,annulé,akwaba,direct
POL589791,2023-06-25,2025-07-21,2025-08-17,8QO 950,annulé,yako,direct
POL290739,2023-10-07,2024-04-15,2025-09-24,272-FYSX,annulé,yako,courtier
POL345566,2023-10-01,2025-02-23,2025-07-31,P99-BFI,annulé,akwaba,courtier
POL113854,2022-04-25,2024-03-15,2025-01-25,33-I769,valide,yako,direct
POL323919,2019-11-19,2021-01-26,2021-10-16,5GT Y25,expiré,akwaba,agent
POL555597,2022-12-03,2022-12-12,2024-11-28,567 LLH,annulé,akwaba,courtier
POL008699,2020-06-11,2021-09-29,2025-03-21,3H 47724,annulé,yako,courtier
POL758663,2021-02-12,2025-04-27,2025-05-30,YLD 438,suspendu,akwaba,direct
POL621595,2021-10-25,2022-06-23,2024-02-14,AVH 625,suspendu,akwaba,agent
POL016400,2021-07-19,2022-06-09,2023-01-02,0140,annulé,akwaba,courtier
POL204444,2022-03-28,2024-10-04,2025-08-16,9QD70,suspendu,akwaba,courtier
POL283148,2020-08-26,2024-03-22,2024-05-11,ZXQ-346,suspendu,yako,direct
POL151032,2022-10-13,2023-12-29,2025-09-06,FU5 H5O,valide,yako,agent
POL759258,2020-06-25,2021-05-11,2024-04-11,Y96 0JN,expiré,yako,courtier
POL583892,2021-09-12,2025-03-05,2025-05-17,PPK-3180,suspendu,yako,agent
POL920183,2023-12-26,2024-04-03,2025-02-28,073N,expiré,yako,agent
POL465817,2023-01-23,2024-09-22,2025-04-03,CN 4459,valide,yako,direct
POL648476,2021-12-04,2025-01-18,2025-03-10,76H T57,valide,yako,courtier
POL531045,2021-04-04,2022-11-30,2024-04-18,146 3NB,expiré,akwaba,agent
POL609009,2022-07-07,2023-06-26,2024-02-29,957 PGL,valide,akwaba,courtier
POL638209,2022-04-02,2023-09-03,2024-05-11,233-RGA,valide,yako,agent
POL371148,2024-07-10,2024-08-28,2024-11-25,6132,expiré,yako,agent
POL318143,2023-03-16,2023-11-10,2025-02-08,634HUF,valide,yako,direct
POL856718,2020-04-20,2025-09-24,2025-09-24,60-Y144,annulé,yako,agent
POL208212,2019-12-10,2024-05-17,2025-01-01,6-W6413,suspendu,yako,agent
POL755332,2022-08-28,2022-10-17,2025-02-03,459 7867,expiré,akwaba,agent
POL566733,2023-06-22,2024-09-18,2025-07-03,5GU9822,valide,yako,direct
POL454318,2022-07-08,2023-07-09,2025-01-10,60QR445,valide,yako,agent
POL366861,2020-10-02,2021-06-28,2023-12-02,3AHB 85,annulé,akwaba,direct
POL763849,2019-12-31,2022-05-31,2023-05-31,34E N41,suspendu,yako,direct
POL865623,2023-09-13,2024-08-21,2024-10-20,14XK104,suspendu,yako,agent
POL906534,2019-10-20,2021-06-25,2024-07-02,616 5NR,annulé,akwaba,courtier
POL800896,2020-12-20,2023-08-25,2025-07-26,6Q629,annulé,akwaba,courtier
POL851051,2020-05-22,2024-12-07,2025-06-26,B 871356,annulé,akwaba,direct
POL008571,2024-03-04,2024-08-24,2025-03-17,4N J1203,suspendu,yako,agent
POL433735,2020-12-29,2023-09-28,2024-05-25,DZD-187,suspendu,akwaba,agent
POL597709,2023-04-28,2025-09-12,2025-09-16,MAE 317,expiré,akwaba,agent
POL910292,2023-06-06,2025-01-27,2025-05-14,508 6523,suspendu,akwaba,agent
POL225488,2022-04-13,2023-01-19,2023-03-21,127 LNV,expiré,yako,direct
POL459515,2019-09-25,2021-11-14,2022-04-05,94K C65,annulé,akwaba,direct
POL282267,2023-02-26,2025-08-05,2025-09-02,922 6473,valide,akwaba,direct
POL411891,2022-04-11,2024-01-02,2025-04-05,AQR-302,annulé,akwaba,courtier
POL682081,2021-11-14,2025-01-03,2025-05-26,982503,annulé,akwaba,agent
POL016893,2022-08-20,2024-10-25,2025-04-26,IS 8206,suspendu,yako,direct
POL997131,2021-11-11,2024-11-26,2025-01-29,KS2 G7K,expiré,akwaba,direct
POL789771,2022-11-19,2023-10-11,2025-07-21,L39-87C,annulé,akwaba,direct
POL233111,2022-07-22,2023-12-12,2025-08-18,519-RRF,annulé,akwaba,agent
POL424456,2020-05-04,2021-09-25,2023-05-05,1495,expiré,akwaba,courtier
POL287051,2021-01-13,2022-03-27,2024-10-10,MOW 918,expiré,yako,direct
POL944824,2020-01-02,2021-03-11,2022-04-28,5M 6N5REG,valide,yako,agent
POL874349,2021-01-30,2025-08-17,2025-08-18,165DVB,annulé,yako,courtier
POL667522,2023-11-16,2024-08-08,2025-01-08,SAX Y57,expiré,akwaba,courtier
POL759305,2021-11-09,2023-11-24,2025-02-09,ZSR 027,valide,akwaba,courtier
POL255169,2019-11-07,2021-06-04,2021-06-30,GCN 126,suspendu,yako,courtier
POL448409,2022-06-21,2023-01-01,2024-02-22,407FJQ,valide,akwaba,direct
POL652459,2022-02-05,2025-07-14,2025-09-22,4-24096,annulé,akwaba,courtier
POL241020,2022-07-21,2022-07-25,2024-04-14,7X 0466W,expiré,yako,courtier
POL187447,2019-10-01,2023-01-04,2023-02-16,4L 14656,valide,akwaba,courtier
POL057254,2023-05-15,2025-01-29,2025-05-01,KX-7920,annulé,akwaba,courtier
POL011375,2024-06-29,2025-09-16,2025-09-23,98X MT8,suspendu,akwaba,agent
POL574453,2023-10-20,2024-05-22,2025-04-18,9-4257P,expiré,akwaba,agent
POL280113,2023-05-06,2025-02-28,2025-07-11,574 ULB,valide,yako,courtier
POL112684,2020-07-22,2023-09-30,2024-10-27,385 JTH,valide,yako,courtier
POL599283,2021-09-03,2022-12-24,2024-12-15,415 6031,expiré,yako,courtier
POL614567,2020-04-26,2021-07-30,2022-06-27,472 MMF,suspendu,akwaba,direct
POL784600,2023-09-25,2024-04-27,2025-03-02,9-71096,expiré,yako,courtier
POL194716,2024-07-13,2024-09-15,2024-12-17,L77-IFE,suspendu,yako,agent
POL527652,2022-11-14,2024-11-08,2025-09-05,987 5655,annulé,akwaba,courtier
POL312798,2021-10-22,2025-01-20,2025-05-20,NPI-5416,annulé,akwaba,agent
POL382739,2022-09-04,2023-12-28,2025-09-10,662 OVT,annulé,yako,courtier
POL937652,2022-06-21,2024-04-06,2025-04-15,TDV-9014,valide,akwaba,direct
POL363235,2024-02-08,2024-05-19,2025-07-29,PQR8021,valide,akwaba,agent
POL051131,2022-07-25,2023-04-17,2024-08-10,7-34181G,expiré,akwaba,direct
POL858437,2021-05-05,2025-07-04,2025-07-18,995-DMTW,expiré,yako,courtier
POL953466,2024-08-08,2025-06-28,2025-08-12,CCF-2352,valide,akwaba,agent
POL724364,2021-12-14,2025-08-01,2025-09-15,2X 3W0MWU,expiré,akwaba,direct
POL753582,2021-08-11,2023-03-03,2023-07-22,6JRC286,valide,akwaba,direct
POL229056,2022-06-28,2023-06-30,2025-04-29,JIB-1484,annulé,yako,courtier
POL644175,2019-12-12,2024-12-26,2025-08-13,TX9 4398,valide,akwaba,direct
POL119285,2024-06-12,2025-03-19,2025-06-26,LWM 863,suspendu,yako,agent
POL107662,2020-04-28,2022-05-03,2024-06-12,LNS 115,valide,akwaba,courtier
POL034198,2023-01-14,2023-04-25,2024-04-17,12B•873,suspendu,akwaba,courtier
POL249453,2020-08-01,2023-07-15,2025-06-30,TPO-4474,annulé,akwaba,agent
POL938325,2022-11-29,2022-12-01,2023-12-06,YWT 962,expiré,akwaba,direct
POL163272,2020-04-24,2024-10-18,2025-01-30,IPF D09,expiré,akwaba,courtier
POL150452,2022-11-06,2023-10-07,2024-07-22,435 RVO,annulé,yako,direct
POL835901,2021-11-12,2022-01-29,2024-06-05,SKJ 760,suspendu,akwaba,agent
POL274823,2024-02-29,2025-09-19,2025-09-24,21A HO5,annulé,akwaba,courtier
POL897122,2023-05-15,2025-05-24,2025-06-06,454HD,annulé,akwaba,agent
POL662087,2024-04-01,2024-11-12,2025-08-26,619 KWV,expiré,yako,agent
POL829853,2022-09-09,2023-07-25,2023-12-27,ZNP 315,valide,yako,agent
POL178158,2020-02-08,2020-05-03,2022-07-08,ICF 838,valide,yako,courtier
POL434628,2022-08-22,2025-02-19,2025-09-02,EKO 267,suspendu,akwaba,direct
POL960285,2020-01-02,2020-08-13,2022-09-05,920-HWQ,expiré,yako,agent
POL083768,2021-04-08,2025-03-11,2025-08-23,295771,suspendu,yako,agent
POL259858,2021-11-11,2023-06-14,2024-01-15,033HN,valide,akwaba,direct
POL196506,2023-10-27,2023-11-27,2025-07-02,5W 41245,expiré,yako,agent
POL484777,2023-11-09,2025-08-01,2025-08-16,1YF 266,annulé,akwaba,direct
POL889767,2020-02-09,2025-04-11,2025-08-26,54X•847,annulé,yako,direct
POL479482,2023-05-29,2024-03-13,2024-11-28,XUF-058,suspendu,akwaba,courtier
POL756437,2024-07-14,2025-07-08,2025-09-20,B60 0PF,valide,yako,courtier
POL945917,2022-05-14,2024-10-15,2024-12-12,15-N794,expiré,yako,direct
POL687514,2022-06-13,2023-07-19,2024-01-09,891-SCI,annulé,yako,courtier
POL333722,2024-01-09,2024-01-23,2024-07-02,095 VVV,valide,akwaba,direct
POL385035,2020-02-10,2022-12-25,2025-06-12,493 NRZ,expiré,akwaba,agent
POL547852,2024-08-16,2024-09-16,2025-03-21,365 1SK,expiré,akwaba,courtier
