numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire,prime_nette,date_creation
POL595452,2021-04-16,2021-11-16,2023-01-10,1NE Z18,valide,NSIA,bureau direct,2563690,29-09-20242019
POL260064,2021-06-25,2023-12-13,2024-03-23,077 7AF,suspendu,SUNU,courtier,1651606,29-09-20242019
POL979641,2021-09-15,2022-11-07,2024-03-25,700A,suspendu,LEADWAY,agent generale,3295482,29-09-20242019
POL623708,2023-06-28,2024-07-17,2025-08-11,1J916,suspendu,LEADWAY,banque assurance,1239637,29-09-20242019
POL452466,2024-04-13,2024-07-21,2024-10-09,HDC-162,valide,LEADWAY,bureau direct,4667749,29-09-20242019
POL532962,2021-08-14,2023-04-01,2025-05-03,9-21035,expiré,NSIA,courtier,4407956,29-09-20242019
POL975822,2020-11-22,2022-09-02,2022-11-02,UGC 4176,expiré,SUNU,banque assurance,3443949,29-09-20242019
POL583316,2021-06-15,2024-07-20,2024-12-30,QF 93588,annulé,SUNU,agent generale,871627,29-09-20242019
POL942371,2020-08-30,2025-07-03,2025-07-22,0QK Q98,annulé,SUNU,banque assurance,3676001,29-09-20242019
POL869547,2021-03-19,2022-03-24,2025-05-05,658 8408,valide,LEADWAY,courtier,4438843,29-09-20242019
POL543497,2021-06-06,2022-11-24,2023-08-10,93-43489,valide,LEADWAY,courtier,2873095,29-09-20242019
POL064341,2023-12-13,2025-04-26,2025-08-24,8G P5370,suspendu,NSIA,banque assurance,617501,29-09-20242019
POL054217,2023-03-03,2024-03-26,2025-04-17,6M B6245,suspendu,SUNU,agent generale,1693728,29-09-20242019
POL218454,2021-05-13,2025-01-12,2025-06-06,0-T3915,suspendu,NSIA,courtier,21586,29-09-20242019
POL827068,2024-06-20,2024-11-04,2025-07-01,O46 4UT,suspendu,NSIA,courtier,3484103,29-09-20242019
POL663018,2021-07-09,2023-02-01,2024-05-11,AHQ0720,valide,LEADWAY,bureau direct,4784225,29-09-20242019
POL038379,2020-10-12,2025-04-02,2025-05-27,RU 5750,suspendu,SUNU,banque assurance,2513217,29-09-20242019
POL431486,2023-09-13,2025-03-07,2025-07-03,9-59366C,expiré,SUNU,courtier,4529287,29-09-20242019
POL196295,2020-10-15,2024-03-20,2025-07-27,3-73056Q,expiré,LEADWAY,bureau direct,3576602,29-09-20242019
POL719553,2024-04-06,2025-06-16,2025-07-10,78-25324,valide,LEADWAY,bureau direct,2996022,29-09-20242019
POL115410,2022-09-03,2024-12-27,2025-02-20,6YU 326,expiré,SUNU,bureau direct,1429609,29-09-20242019
POL176299,2021-11-07,2023-01-21,2024-10-29,C 341018,valide,NSIA,banque assurance,1989968,29-09-20242019
POL951001,2021-08-19,2022-10-17,2025-03-07,D85 2WB,expiré,LEADWAY,banque assurance,4830018,29-09-20242019
POL341277,2020-05-26,2020-11-27,2024-01-21,9-12956W,valide,SUNU,agent generale,3741765,29-09-20242019
POL143662,2022-11-11,2023-02-18,2025-07-20,SS6 3227,annulé,SUNU,bureau direct,872654,29-09-20242019
POL251469,2019-10-06,2023-07-17,2024-10-19,IAE 323,valide,SUNU,agent generale,3922614,29-09-20242019
POL663202,2020-02-07,2023-03-28,2023-11-20,HHB 350,annulé,LEADWAY,banque assurance,719061,29-09-20242019
POL507932,2020-05-26,2023-12-17,2024-04-07,711BST,suspendu,NSIA,agent generale,3269146,29-09-20242019
POL761633,2022-07-13,2023-04-13,2024-08-30,1BM75,suspendu,NSIA,courtier,1247616,29-09-20242019
POL022102,2020-12-25,2023-02-04,2023-12-11,32-CZ53,expiré,NSIA,banque assurance,2884382,29-09-20242019
POL939620,2023-05-09,2025-05-01,2025-05-15,265 SYI,expiré,LEADWAY,agent generale,661229,29-09-20242019
POL851466,2023-11-10,2024-05-01,2025-08-30,65-6133T,expiré,NSIA,bureau direct,211381,29-09-20242019
POL612265,2022-03-10,2024-03-12,2025-02-19,613-LUI,suspendu,LEADWAY,bureau direct,3117198,29-09-20242019
POL872846,2022-09-30,2023-09-15,2025-03-10,204EZZ,suspendu,LEADWAY,banque assurance,3101249,29-09-20242019
POL361690,2023-07-16,2024-10-18,2025-03-19,EYP 005,valide,LEADWAY,agent generale,305689,29-09-20242019
POL338703,2021-04-29,2023-10-04,2024-02-02,6-5654O,suspendu,SUNU,courtier,1471567,29-09-20242019
POL184051,2020-02-13,2020-08-26,2022-07-23,IS 47937,expiré,SUNU,agent generale,2091330,29-09-20242019
POL208007,2020-12-02,2023-03-12,2024-07-23,274-GJX,valide,NSIA,courtier,4954652,29-09-20242019
POL256829,2020-07-08,2023-06-17,2025-04-07,590-OYV,suspendu,NSIA,bureau direct,1460976,29-09-20242019
POL705689,2022-03-19,2024-02-10,2025-05-09,2L 09280,annulé,SUNU,agent generale,498780,29-09-20242019
POL725511,2023-01-01,2025-05-15,2025-07-11,20-M881,suspendu,LEADWAY,courtier,4265368,29-09-20242019
POL344876,2020-11-16,2022-02-20,2025-08-20,669-CKJ,suspendu,SUNU,courtier,1001465,29-09-20242019
POL712241,2024-08-24,2024-11-07,2024-12-07,KKS-547,annulé,SUNU,bureau direct,4308781,29-09-20242019
POL171270,2023-01-20,2025-02-07,2025-09-25,540 0185,expiré,NSIA,bureau direct,234097,29-09-20242019
POL612022,2023-11-18,2025-07-23,2025-09-09,6FC L83,annulé,NSIA,courtier,3954805,29-09-20242019
POL158967,2024-03-21,2025-06-18,2025-09-18,D57 6MP,valide,NSIA,bureau direct,4247320,29-09-20242019
POL719691,2023-11-18,2024-10-09,2025-09-16,DEL 156,valide,LEADWAY,bureau direct,3976142,29-09-20242019
POL573266,2021-05-16,2022-05-30,2023-03-13,XOW 909,valide,LEADWAY,bureau direct,4886745,29-09-20242019
POL601517,2020-04-07,2020-09-02,2021-04-23,3EPX660,suspendu,LEADWAY,bureau direct,1498739,29-09-20242019
POL199953,2020-10-16,2024-04-08,2024-12-02,TVN 827,valide,SUNU,agent generale,2325168,29-09-20242019
POL812893,2022-11-04,2024-09-20,2024-11-06,296-HYI,valide,SUNU,agent generale,4302589,29-09-20242019
POL297598,2020-03-01,2024-08-22,2025-09-27,MNU 464,suspendu,LEADWAY,courtier,4250215,29-09-20242019
POL183410,2022-03-27,2023-08-14,2024-07-10,8GKN 31,valide,NSIA,bureau direct,1444903,29-09-20242019
POL203525,2021-05-24,2024-10-07,2025-06-22,T70 4HV,suspendu,LEADWAY,bureau direct,1687823,29-09-20242019
POL165400,2022-03-22,2025-08-19,2025-08-26,4OP5920,expiré,NSIA,courtier,2886513,29-09-20242019
POL332272,2022-06-10,2024-05-25,2024-10-29,63I LD4,suspendu,LEADWAY,banque assurance,575544,29-09-20242019
POL009925,2021-10-15,2023-09-12,2024-01-04,4-3366H,expiré,SUNU,bureau direct,2596204,29-09-20242019
POL627515,2024-05-08,2024-12-13,2025-04-18,552 DVO,expiré,NSIA,agent generale,2441869,29-09-20242019
POL993760,2023-09-08,2024-05-02,2024-12-02,AMT5026,annulé,LEADWAY,courtier,1083468,29-09-20242019
POL181801,2021-03-07,2022-10-16,2023-07-09,6-J4368,expiré,LEADWAY,banque assurance,1089548,29-09-20242019
POL929923,2023-01-03,2024-02-26,2024-10-14,GIP 5337,suspendu,SUNU,banque assurance,462807,29-09-20242019
POL630980,2023-12-21,2025-04-24,2025-09-06,4H N0030,valide,LEADWAY,bureau direct,262807,29-09-20242019
POL802180,2024-06-04,2024-07-05,2025-05-07,95I N67,expiré,NSIA,bureau direct,1537821,29-09-20242019
POL621424,2020-02-15,2023-04-29,2024-04-17,RFS-5373,expiré,NSIA,banque assurance,2488497,29-09-20242019
POL360020,2020-01-05,2022-10-14,2022-10-18,FZV 939,suspendu,SUNU,courtier,4658699,29-09-20242019
POL741151,2023-01-03,2024-10-08,2025-02-03,QJ9 1016,annulé,NSIA,agent generale,2796879,29-09-20242019
POL207933,2022-10-15,2022-12-15,2024-08-11,0-25914,expiré,LEADWAY,bureau direct,3177524,29-09-20242019
POL650920,2019-12-06,2024-07-12,2025-07-18,FTG3974,valide,NSIA,agent generale,1582321,29-09-20242019
POL824496,2022-06-05,2023-02-12,2025-03-30,937 NKR,annulé,SUNU,agent generale,4550885,29-09-20242019
POL880115,2020-11-01,2024-01-27,2024-02-20,122-MUP,suspendu,LEADWAY,agent generale,2867598,29-09-20242019
POL556266,2021-07-29,2025-05-06,2025-07-26,3FB 554,expiré,SUNU,bureau direct,4907249,29-09-20242019
POL642285,2023-12-30,2024-11-27,2025-04-27,WWH 213,expiré,LEADWAY,agent generale,368656,29-09-20242019
POL616669,2021-11-02,2023-01-08,2024-01-13,LUO 647,valide,NSIA,bureau direct,2328168,29-09-20242019
POL430694,2022-04-20,2025-04-06,2025-09-24,886 4KB,suspendu,SUNU,courtier,4244553,29-09-20242019
POL765954,2023-03-12,2023-09-30,2025-06-28,2XQY898,annulé,SUNU,agent generale,2244188,29-09-20242019
POL994229,2023-07-10,2024-09-27,2024-11-16,M74-DAL,expiré,NSIA,banque assurance,4751068,29-09-20242019
POL509788,2023-09-14,2023-10-13,2025-05-22,86M Q67,expiré,SUNU,agent generale,2532197,29-09-20242019
POL789314,2022-04-05,2023-01-14,2024-10-06,892OXN,expiré,NSIA,banque assurance,4873355,29-09-20242019
POL502580,2023-10-07,2025-09-22,2025-09-24,7FE 164,valide,LEADWAY,agent generale,1627019,29-09-20242019
POL453204,2022-07-05,2024-02-13,2025-02-07,J55 6SN,annulé,NSIA,banque assurance,4475559,29-09-20242019
POL260616,2020-05-30,2023-07-24,2025-04-04,JUC8523,suspendu,NSIA,courtier,2816550,29-09-20242019
POL705912,2023-03-30,2025-09-04,2025-09-09,BEZ-5340,expiré,NSIA,banque assurance,1368357,29-09-20242019
POL945100,2021-12-31,2025-06-01,2025-07-08,3N 10737,valide,LEADWAY,agent generale,4759775,29-09-20242019
POL011799,2020-06-09,2025-03-25,2025-08-22,913-TLJ,annulé,SUNU,agent generale,2464786,29-09-20242019
POL547769,2021-06-25,2021-08-19,2021-10-14,773 PXN,suspendu,LEADWAY,banque assurance,1874906,29-09-20242019
POL999163,2020-05-11,2022-10-06,2023-05-23,L26-55G,expiré,NSIA,banque assurance,4735206,29-09-20242019
POL029825,2022-03-04,2022-10-17,2024-03-16,CTJ-768,expiré,SUNU,courtier,2240548,29-09-20242019
POL012104,2021-08-12,2022-04-09,2023-10-13,0013 VJ,expiré,LEADWAY,courtier,3535272,29-09-20242019
POL371288,2023-09-10,2025-03-01,2025-05-03,0F600,valide,NSIA,agent generale,1529999,29-09-20242019
POL272630,2019-12-22,2024-05-23,2025-04-22,3ZU M46,suspendu,LEADWAY,bureau direct,565373,29-09-20242019
POL446034,2020-08-11,2025-02-04,2025-08-08,00Z 529,suspendu,SUNU,courtier,2194592,29-09-20242019
POL053351,2020-06-29,2020-10-06,2024-06-27,778 TIU,suspendu,LEADWAY,courtier,4758080,29-09-20242019
POL408350,2022-07-02,2024-02-04,2025-05-29,RJZ 233,expiré,LEADWAY,agent generale,874724,29-09-20242019
POL193968,2021-03-28,2023-04-03,2024-09-03,308 FOS,annulé,LEADWAY,bureau direct,435516,29-09-20242019
POL237983,2021-03-21,2024-03-07,2024-08-24,51U L96,valide,SUNU,agent generale,4075299,29-09-20242019
POL771834,2022-10-16,2024-11-12,2025-02-24,74L R77,suspendu,SUNU,banque assurance,1782745,29-09-20242019
POL511630,2021-11-23,2022-02-28,2023-05-16,60S MG6,annulé,LEADWAY,courtier,4284775,29-09-20242019
POL262567,2020-05-19,2022-07-28,2025-03-24,CV-6766,suspendu,SUNU,bureau direct,580509,29-09-20242019
POL928518,2021-06-28,2022-11-05,2023-02-09,B 276056,valide,NSIA,courtier,3728889,29-09-20242019
POL862808,2021-03-06,2021-06-13,2025-09-28,028-DAY,expiré,NSIA,banque assurance,2822662,29-09-20242019
POL461949,2022-09-12,2023-04-02,2025-04-25,G 028314,valide,SUNU,courtier,740782,29-09-20242019
POL565410,2019-12-27,2024-11-06,2025-05-11,MKK 160,suspendu,NSIA,bureau direct,356682,29-09-20242019
POL169845,2021-08-04,2023-10-08,2025-06-22,5IZ 361,valide,NSIA,courtier,2584074,29-09-20242019
POL715279,2021-11-03,2024-11-27,2025-02-15,4-1667D,suspendu,SUNU,courtier,2398441,29-09-20242019
POL164887,2024-08-05,2024-12-22,2025-03-08,8-Q9203,suspendu,NSIA,courtier,3695243,29-09-20242019
POL791754,2020-02-21,2023-12-27,2024-06-11,442ZVF,suspendu,NSIA,bureau direct,3817897,29-09-20242019
POL528397,2024-09-28,2024-10-31,2025-06-11,KJH 795,suspendu,NSIA,bureau direct,3834047,29-09-20242019
POL508850,2020-12-31,2023-12-09,2024-08-26,GBF-465,suspendu,NSIA,agent generale,4567808,29-09-20242019
POL034695,2022-04-20,2024-03-02,2024-11-19,DKB8751,annulé,NSIA,banque assurance,679435,29-09-20242019
POL604920,2021-09-27,2023-04-03,2023-12-20,784 PPW,expiré,LEADWAY,agent generale,4746,29-09-20242019
POL836785,2020-11-07,2021-12-22,2024-07-11,PJM 263,expiré,NSIA,bureau direct,1011628,29-09-20242019
POL143541,2022-07-17,2025-01-13,2025-06-10,Z69 7MU,expiré,NSIA,bureau direct,1020075,29-09-20242019
POL029988,2020-02-02,2023-09-25,2025-02-26,OGD-7280,suspendu,LEADWAY,banque assurance,4979579,29-09-20242019
POL932314,2023-03-06,2023-05-16,2025-05-14,H23-XOS,suspendu,LEADWAY,banque assurance,4453002,29-09-20242019
POL684940,2021-06-20,2025-04-17,2025-07-06,32D S14,annulé,NSIA,agent generale,3949805,29-09-20242019
POL272831,2020-09-25,2021-03-04,2021-07-15,6OY 180,annulé,NSIA,agent generale,1053362,29-09-20242019
POL857233,2021-09-04,2021-11-06,2023-08-02,SK 2415,valide,SUNU,banque assurance,2461930,29-09-20242019
POL875456,2023-01-05,2025-09-01,2025-09-10,267 SRX,suspendu,LEADWAY,bureau direct,1566220,29-09-20242019
POL381981,2022-12-04,2025-04-18,2025-06-21,52M L20,valide,LEADWAY,bureau direct,3656824,29-09-20242019
POL174317,2021-08-11,2022-04-08,2023-04-19,P49-81L,suspendu,SUNU,bureau direct,1516744,29-09-20242019
POL484868,2021-07-23,2025-06-06,2025-09-06,KJF 866,suspendu,NSIA,agent generale,1175556,29-09-20242019
POL253182,2022-12-25,2025-04-13,2025-06-09,560-KYW,suspendu,LEADWAY,agent generale,4786766,29-09-20242019
POL958580,2019-12-01,2024-03-31,2025-06-08,OSY 716,annulé,SUNU,courtier,4720528,29-09-20242019
POL779044,2023-03-27,2024-10-15,2025-06-12,917-ICH,valide,LEADWAY,courtier,2693636,29-09-20242019
POL892440,2020-01-12,2021-11-24,2024-08-03,087UC,suspendu,NSIA,courtier,1035969,29-09-20242019
POL061156,2021-08-19,2024-06-28,2024-07-07,70W V75,valide,LEADWAY,agent generale,2312219,29-09-20242019
POL717164,2023-02-21,2024-05-02,2025-03-10,BJ5 E6U,expiré,LEADWAY,courtier,1226559,29-09-20242019
POL723289,2019-11-22,2023-10-10,2025-05-29,95P Z04,expiré,SUNU,courtier,2455233,29-09-20242019
POL682466,2023-09-18,2025-09-03,2025-09-11,7EO8638,valide,SUNU,agent generale,2835494,29-09-20242019
POL449796,2020-03-05,2021-10-16,2025-02-01,7T665,suspendu,NSIA,banque assurance,4928895,29-09-20242019
POL825544,2024-03-22,2024-06-18,2025-04-30,LFB 128,expiré,NSIA,courtier,4545798,29-09-20242019
POL974789,2023-05-08,2025-07-08,2025-09-28,6861 QW,annulé,LEADWAY,courtier,3725636,29-09-20242019
POL564711,2024-04-02,2025-03-03,2025-03-22,HSX 998,valide,LEADWAY,agent generale,2090035,29-09-20242019
POL364367,2020-06-22,2024-10-01,2025-06-12,159NWR,suspendu,LEADWAY,banque assurance,2878058,29-09-20242019
POL407017,2021-01-12,2023-07-11,2024-12-28,QXK-649,expiré,NSIA,bureau direct,2334912,29-09-20242019
POL431120,2023-08-13,2023-08-25,2024-12-16,MVQ-843,annulé,SUNU,courtier,4767612,29-09-20242019
POL216071,2021-12-27,2024-04-05,2025-09-11,0-41184,valide,NSIA,agent generale,431947,29-09-20242019
POL621788,2021-04-13,2021-08-15,2024-05-03,7-B7340,suspendu,NSIA,bureau direct,3207578,29-09-20242019
POL442371,2020-07-21,2025-07-14,2025-07-31,412 XGL,annulé,SUNU,agent generale,1381951,29-09-20242019
POL916239,2020-12-01,2021-06-23,2022-01-18,499 PAR,annulé,NSIA,agent generale,4208453,29-09-20242019
POL871900,2020-12-29,2024-07-06,2024-08-21,8I 75844,expiré,NSIA,agent generale,3481460,29-09-20242019
POL280080,2022-07-20,2023-06-14,2023-08-26,153-PZY,expiré,SUNU,banque assurance,2325133,29-09-20242019
POL928746,2021-07-17,2023-01-25,2025-03-04,404 WZP,valide,NSIA,agent generale,3097144,29-09-20242019
POL183490,2020-11-24,2021-02-01,2023-09-30,178-REC,suspendu,SUNU,courtier,3272647,29-09-20242019
POL312366,2021-06-29,2023-06-11,2024-12-17,65S 127,valide,NSIA,courtier,3870832,29-09-20242019
POL413281,2024-06-10,2024-09-12,2024-10-10,7KA8301,suspendu,LEADWAY,courtier,1117333,29-09-20242019
POL089190,2022-01-06,2023-06-03,2025-04-20,PAN 503,valide,SUNU,bureau direct,2002011,29-09-20242019
POL698591,2021-12-12,2023-06-04,2023-07-14,6W 2Y8BXK,suspendu,NSIA,banque assurance,1571520,29-09-20242019
POL422936,2021-05-02,2025-07-23,2025-08-16,795-698,expiré,LEADWAY,bureau direct,4232045,29-09-20242019
POL798154,2020-03-28,2024-12-01,2025-06-24,8VB 673,suspendu,NSIA,courtier,2580742,29-09-20242019
POL291008,2023-04-06,2024-09-25,2024-10-23,488-DBC,annulé,LEADWAY,bureau direct,1286508,29-09-20242019
POL145809,2020-09-02,2025-03-08,2025-06-17,032-GOX,annulé,NSIA,agent generale,1388133,29-09-20242019
POL948138,2019-11-02,2023-03-31,2024-05-07,BXN4211,annulé,NSIA,bureau direct,3692395,29-09-20242019
POL016474,2021-01-08,2023-10-10,2024-08-31,ZGF 231,expiré,LEADWAY,agent generale,1299868,29-09-20242019
POL111811,2023-09-19,2024-01-21,2024-07-08,HXP 354,suspendu,LEADWAY,courtier,1597147,29-09-20242019
POL532150,2022-11-24,2024-01-05,2024-11-27,2J 5W8QMZ,valide,SUNU,bureau direct,1705267,29-09-20242019
POL559280,2023-05-26,2024-07-11,2025-05-02,ZOA 663,valide,LEADWAY,banque assurance,2254844,29-09-20242019
POL683853,2020-04-18,2021-12-12,2022-09-28,RST-757,annulé,SUNU,banque assurance,642609,29-09-20242019
POL263505,2022-04-30,2025-08-01,2025-09-01,8PZ 205,expiré,SUNU,banque assurance,4044909,29-09-20242019
POL881593,2023-08-15,2024-01-15,2024-10-11,21-85324,expiré,LEADWAY,courtier,470299,29-09-20242019
POL887824,2021-12-06,2025-05-26,2025-09-10,64V J60,expiré,LEADWAY,courtier,241903,29-09-20242019
POL625309,2023-08-14,2024-08-11,2025-02-16,552-RZY,annulé,NSIA,courtier,972165,29-09-20242019
POL751721,2021-06-01,2025-04-01,2025-09-12,53-23476,expiré,SUNU,banque assurance,1649853,29-09-20242019
POL317417,2020-09-09,2022-10-03,2024-05-22,POG 265,valide,NSIA,bureau direct,2564675,29-09-20242019
POL735705,2023-10-22,2024-08-13,2024-09-26,7371,annulé,NSIA,courtier,3656789,29-09-20242019
POL279472,2021-09-13,2022-09-22,2025-09-04,853 2XU,suspendu,NSIA,bureau direct,4980337,29-09-20242019
POL776833,2023-02-21,2024-12-31,2025-08-26,214 IXL,suspendu,LEADWAY,agent generale,3862231,29-09-20242019
POL932897,2020-03-03,2023-04-09,2023-08-06,955 ODL,valide,NSIA,banque assurance,865396,29-09-20242019
POL702197,2022-12-28,2023-05-11,2023-11-09,571 EPP,annulé,NSIA,agent generale,3824444,29-09-20242019
POL854756,2021-11-24,2022-04-01,2023-01-01,SU-1962,valide,NSIA,bureau direct,110679,29-09-20242019
POL960221,2020-04-05,2023-04-26,2024-11-22,6-O7476,valide,NSIA,banque assurance,2333452,29-09-20242019
POL446243,2022-05-25,2024-04-01,2024-04-27,3D Z8795,suspendu,SUNU,agent generale,3100185,29-09-20242019
POL212482,2024-08-07,2025-08-08,2025-08-11,9-51149V,valide,NSIA,banque assurance,3403490,29-09-20242019
POL802962,2023-11-07,2023-12-20,2025-07-20,V56 5LZ,annulé,LEADWAY,agent generale,3573942,29-09-20242019
POL792763,2023-05-13,2023-09-06,2025-05-12,493I8,annulé,LEADWAY,agent generale,3743219,29-09-20242019
POL721976,2020-09-26,2024-03-09,2025-04-07,222 NIK,valide,SUNU,courtier,1733256,29-09-20242019
POL818834,2022-01-24,2023-11-02,2023-11-25,3ISZ 52,annulé,LEADWAY,banque assurance,1995566,29-09-20242019
POL354464,2021-08-20,2023-11-09,2024-01-11,ZHK 462,suspendu,LEADWAY,bureau direct,1986200,29-09-20242019
POL377007,2021-10-27,2025-01-28,2025-04-05,129-OXV,expiré,LEADWAY,agent generale,331826,29-09-20242019
POL086016,2024-09-07,2025-08-09,2025-08-26,56-X188,suspendu,SUNU,agent generale,2937406,29-09-20242019
POL343346,2020-01-31,2020-10-13,2022-04-05,BSI 762,valide,SUNU,courtier,2390969,29-09-20242019
POL561104,2023-03-20,2023-12-29,2024-05-12,8ES99,valide,LEADWAY,courtier,4641821,29-09-20242019
POL313667,2021-05-26,2023-11-30,2024-06-03,O70-13N,expiré,NSIA,banque assurance,2174734,29-09-20242019
POL028723,2023-03-01,2025-04-14,2025-05-19,842 7315,expiré,LEADWAY,agent generale,557973,29-09-20242019
POL309182,2021-01-24,2022-12-02,2023-04-01,MKG-2611,expiré,NSIA,agent generale,1241321,29-09-20242019
POL926935,2024-05-30,2025-02-26,2025-05-16,83IW290,suspendu,SUNU,agent generale,1967589,29-09-20242019
POL812238,2023-03-19,2023-10-09,2024-08-17,306 SEI,expiré,SUNU,courtier,543961,29-09-20242019
POL789445,2022-10-09,2023-04-23,2023-11-04,007 XV7,valide,LEADWAY,agent generale,2966864,29-09-20242019
POL866249,2022-07-29,2024-05-04,2025-04-20,GJB 026,expiré,LEADWAY,bureau direct,4508244,29-09-20242019
POL788375,2020-09-29,2021-02-18,2024-12-23,LRH 028,valide,NSIA,courtier,3089731,29-09-20242019
POL298285,2023-05-03,2023-12-25,2024-07-23,733-REP,valide,LEADWAY,courtier,2533251,29-09-20242019
POL726564,2021-03-13,2021-04-12,2023-02-17,8AC P41,annulé,NSIA,banque assurance,2882261,29-09-20242019
POL668096,2024-05-05,2024-09-06,2024-09-25,768-DNR,suspendu,NSIA,bureau direct,3015867,29-09-20242019
POL590567,2022-03-20,2022-08-14,2023-04-16,GHY-997,suspendu,NSIA,agent generale,4249766,29-09-20242019
POL589139,2022-08-04,2023-10-01,2025-01-01,HUO 479,suspendu,NSIA,agent generale,3045327,29-09-20242019
POL762058,2022-11-29,2024-01-15,2024-03-10,519-VAA,valide,SUNU,bureau direct,1424102,29-09-20242019
POL640626,2020-01-29,2022-04-20,2024-03-30,KAT 130,annulé,SUNU,bureau direct,4737525,29-09-20242019
POL625929,2023-03-12,2024-02-12,2025-09-12,XAI-9417,expiré,LEADWAY,courtier,4517926,29-09-20242019
POL363660,2024-09-03,2025-03-04,2025-09-01,060 SNS,valide,LEADWAY,banque assurance,4108729,29-09-20242019
POL614156,2022-01-31,2024-08-20,2025-06-06,XSL2390,annulé,SUNU,courtier,4781263,29-09-20242019
POL758262,2020-08-30,2025-03-08,2025-09-02,973 2YI,suspendu,NSIA,banque assurance,1434748,29-09-20242019
POL748174,2021-05-09,2022-02-04,2024-10-23,367-PEX,valide,NSIA,bureau direct,1596964,29-09-20242019
POL289110,2022-11-26,2023-10-31,2024-02-07,718-483,expiré,NSIA,bureau direct,3068054,29-09-20242019
POL037106,2023-02-01,2023-05-09,2024-03-28,87O•026,expiré,SUNU,courtier,4565663,29-09-20242019
POL228438,2022-11-05,2024-07-17,2025-02-17,003 7SU,valide,SUNU,banque assurance,2919531,29-09-20242019
POL004730,2020-08-27,2021-08-13,2024-09-03,389-JGD,suspendu,LEADWAY,courtier,2977640,29-09-20242019
POL832523,2020-01-06,2024-07-06,2025-04-13,991-BTA,annulé,SUNU,banque assurance,152700,29-09-20242019
POL528733,2020-02-26,2022-04-15,2025-09-23,67-1676F,expiré,SUNU,agent generale,4412196,29-09-20242019
POL077519,2023-05-17,2023-07-03,2025-04-12,TUC-340,valide,LEADWAY,agent generale,2073727,29-09-20242019
POL219607,2020-05-29,2021-05-28,2023-09-05,143 KQG,suspendu,SUNU,banque assurance,1693874,29-09-20242019
POL985225,2023-12-17,2025-01-28,2025-02-25,YTS1598,annulé,LEADWAY,banque assurance,1221072,29-09-20242019
POL575069,2020-08-19,2024-03-13,2024-12-01,89XR7,valide,LEADWAY,bureau direct,3659605,29-09-20242019
POL815830,2022-01-26,2025-09-06,2025-09-12,SIA-302,valide,NSIA,agent generale,3181098,29-09-20242019
POL057409,2020-08-24,2023-04-24,2025-01-08,LBG 526,valide,LEADWAY,courtier,4426158,29-09-20242019
POL921749,2022-01-26,2022-07-13,2022-12-31,PDJ 390,annulé,NSIA,agent generale,2396378,29-09-20242019
POL435849,2021-09-30,2021-09-30,2021-10-27,506FPL,valide,NSIA,banque assurance,1537850,29-09-20242019
POL276512,2023-02-23,2023-07-17,2024-03-27,FE-7113,expiré,SUNU,bureau direct,2025342,29-09-20242019
POL205323,2021-02-05,2021-03-08,2023-05-22,7J 7797W,valide,NSIA,agent generale,2886511,29-09-20242019
POL857070,2021-09-20,2023-11-15,2024-08-13,7-B8180,valide,NSIA,bureau direct,2950374,29-09-20242019
POL996215,2024-04-07,2025-08-10,2025-09-22,9149 LY,valide,LEADWAY,agent generale,4078194,29-09-20242019
POL388266,2022-08-24,2025-06-22,2025-08-09,OXD 645,suspendu,SUNU,banque assurance,4932249,29-09-20242019
POL912764,2023-05-24,2024-09-01,2025-05-22,6L 1517H,valide,SUNU,courtier,1644663,29-09-20242019
POL132269,2020-07-04,2024-09-02,2025-05-29,CIB 415,expiré,LEADWAY,agent generale,1564556,29-09-20242019
POL455665,2020-02-22,2023-07-11,2023-12-26,6-49117I,expiré,SUNU,bureau direct,1647680,29-09-20242019
POL172980,2021-06-28,2025-01-13,2025-01-24,08X 304,suspendu,LEADWAY,agent generale,473563,29-09-20242019
POL641139,2020-01-28,2021-09-15,2024-03-27,822 IOB,annulé,SUNU,agent generale,3798053,29-09-20242019
POL937068,2021-08-19,2025-06-28,2025-07-27,553 1UX,valide,LEADWAY,agent generale,966585,29-09-20242019
POL397426,2020-11-27,2022-03-15,2024-08-17,8-R1205,suspendu,SUNU,courtier,2242162,29-09-20242019
POL331219,2023-06-25,2025-03-31,2025-06-20,E 797773,annulé,SUNU,agent generale,3956772,29-09-20242019
POL402993,2020-01-11,2021-06-07,2023-06-14,815 VPZ,expiré,SUNU,courtier,2050155,29-09-20242019
POL689931,2022-10-13,2024-11-13,2025-01-17,89T 584,annulé,LEADWAY,banque assurance,4641847,29-09-20242019
POL698589,2021-07-10,2023-09-30,2024-06-04,HMN-885,valide,SUNU,agent generale,4973708,29-09-20242019
POL872786,2020-02-02,2023-04-04,2023-08-08,HAQ6629,expiré,SUNU,agent generale,1165828,29-09-20242019
POL895820,2019-10-10,2025-01-18,2025-08-07,520X0,valide,NSIA,bureau direct,2810884,29-09-20242019
POL616371,2024-02-04,2025-04-20,2025-08-14,SNY 831,valide,NSIA,banque assurance,2047113,29-09-20242019
POL319611,2021-03-23,2025-05-23,2025-06-14,VBS 765,suspendu,LEADWAY,bureau direct,571219,29-09-20242019
POL650451,2024-01-21,2024-01-30,2024-12-17,756 AQU,annulé,SUNU,courtier,842329,29-09-20242019
