numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire,prime_nette,date_creation
POL070573,2020-11-16,2022-12-18,2023-02-22,MVA 728,expiré,NSIA,bureau direct,2111088,29-09-20242018
POL126294,2021-11-12,2025-04-30,2025-08-29,101 VAW,suspendu,SUNU,bureau direct,4290609,29-09-20242018
POL523809,2022-02-19,2022-09-24,2022-11-07,17H 9697,expiré,LEADWAY,banque assurance,932163,29-09-20242018
POL908671,2021-05-16,2023-02-18,2024-12-27,DUV-2499,valide,SUNU,bureau direct,456447,29-09-20242018
POL691632,2023-11-14,2024-05-27,2025-06-13,460 OMD,valide,LEADWAY,banque assurance,3819207,29-09-20242018
POL037352,2021-08-19,2025-04-24,2025-05-06,MMJ 815,valide,LEADWAY,agent generale,823087,29-09-20242018
POL887983,2024-01-13,2024-08-10,2024-08-16,39-K083,annulé,NSIA,courtier,2774824,29-09-20242018
POL119308,2021-04-09,2024-06-21,2025-01-29,309361,suspendu,LEADWAY,bureau direct,4919971,29-09-20242018
POL932498,2023-01-11,2025-03-11,2025-03-11,502 3SW,expiré,LEADWAY,agent generale,4578122,29-09-20242018
POL103477,2021-11-09,2023-05-31,2024-07-18,5245 BW,annulé,LEADWAY,agent generale,2963240,29-09-20242018
POL424788,2021-09-10,2023-03-25,2025-09-21,984-ZJH,valide,LEADWAY,bureau direct,4112396,29-09-20242018
POL005713,2021-12-29,2024-01-22,2025-05-25,64S•397,annulé,NSIA,banque assurance,4564512,29-09-20242018
POL344110,2021-04-27,2021-09-16,2024-04-23,67FV3,annulé,LEADWAY,courtier,4801259,29-09-20242018
POL279239,2021-01-21,2021-02-23,2022-08-26,AMW-792,annulé,SUNU,courtier,3318269,29-09-20242018
POL630368,2023-07-19,2023-08-11,2024-08-28,0W 7F6WBC,expiré,LEADWAY,banque assurance,4833131,29-09-20242018
POL623710,2022-06-04,2022-10-26,2024-03-10,XJW-962,expiré,SUNU,banque assurance,4699331,29-09-20242018
POL766739,2022-12-27,2025-06-07,2025-07-06,F57-PQY,expiré,LEADWAY,courtier,1418774,29-09-20242018
POL573649,2020-11-14,2023-02-18,2024-12-15,290-BZI,suspendu,LEADWAY,agent generale,1048963,29-09-20242018
POL498392,2023-07-28,2025-03-21,2025-04-04,BZX0868,suspendu,SUNU,bureau direct,4629234,29-09-20242018
POL559515,2020-03-25,2022-02-12,2024-02-23,609A2,expiré,LEADWAY,courtier,833267,29-09-20242018
POL294563,2020-11-05,2021-05-02,2021-08-22,LCA 141,suspendu,LEADWAY,banque assurance,2058179,29-09-20242018
POL620487,2020-11-13,2022-09-08,2022-09-19,LEL 7744,expiré,SUNU,courtier,3417565,29-09-20242018
POL272304,2021-03-05,2021-07-09,2024-08-07,BRG-5392,valide,NSIA,agent generale,2592977,29-09-20242018
POL332087,2022-10-19,2023-11-28,2024-11-07,651 7446,suspendu,NSIA,bureau direct,3465778,29-09-20242018
POL107164,2023-06-14,2024-04-03,2024-11-19,HYJ 341,suspendu,NSIA,banque assurance,1187601,29-09-20242018
POL035740,2024-07-17,2024-09-05,2024-11-03,47-88168,expiré,LEADWAY,bureau direct,774455,29-09-20242018
POL182904,2023-05-09,2023-08-15,2024-01-20,MQC 585,valide,SUNU,courtier,753961,29-09-20242018
POL506731,2024-04-17,2025-02-27,2025-06-20,73HK6,suspendu,SUNU,bureau direct,2758029,29-09-20242018
POL287797,2021-02-16,2024-11-17,2025-08-10,78B L80,expiré,NSIA,courtier,3779983,29-09-20242018
POL224468,2019-11-30,2023-11-18,2025-03-09,6U 3E4UCQ,annulé,SUNU,courtier,1270708,29-09-20242018
POL800905,2022-03-11,2024-03-09,2025-03-25,6IC 657,suspendu,NSIA,agent generale,1310364,29-09-20242018
POL436437,2023-06-14,2025-05-10,2025-07-01,60-9333L,expiré,LEADWAY,bureau direct,871833,29-09-20242018
POL230101,2022-10-06,2024-03-29,2024-12-22,HYF 411,valide,LEADWAY,courtier,4686875,29-09-20242018
POL996867,2023-02-24,2024-10-05,2024-10-28,419 HAY,annulé,LEADWAY,banque assurance,888843,29-09-20242018
POL548568,2023-10-16,2024-12-19,2024-12-29,13C VY6,suspendu,NSIA,agent generale,4907266,29-09-20242018
POL581582,2023-10-28,2025-09-01,2025-09-02,7-68849,suspendu,NSIA,bureau direct,3118407,29-09-20242018
POL475966,2021-03-04,2022-11-25,2024-09-06,1UHK167,expiré,SUNU,banque assurance,243678,29-09-20242018
POL870963,2021-10-02,2022-05-18,2023-11-05,38C 3682,valide,NSIA,bureau direct,3577811,29-09-20242018
POL901395,2021-11-17,2023-08-06,2024-04-06,337 LAK,annulé,LEADWAY,agent generale,4983165,29-09-20242018
POL208883,2023-12-30,2024-06-18,2025-07-26,04NR1,valide,SUNU,agent generale,4515901,29-09-20242018
POL157194,2022-02-15,2024-08-26,2025-02-22,DTX-9828,expiré,NSIA,bureau direct,549107,29-09-20242018
POL511093,2023-08-16,2025-02-18,2025-07-15,GXC-7781,suspendu,LEADWAY,courtier,4132622,29-09-20242018
POL719227,2020-07-25,2020-11-22,2021-03-18,4140 UR,annulé,SUNU,banque assurance,4898108,29-09-20242018
POL693369,2022-06-19,2022-12-10,2024-05-18,G35 3ML,annulé,NSIA,agent generale,242586,29-09-20242018
POL775775,2020-10-15,2021-06-24,2024-12-01,26-0469A,valide,SUNU,courtier,726655,29-09-20242018
POL166605,2020-07-20,2020-08-28,2024-09-26,67YA169,valide,LEADWAY,banque assurance,1865490,29-09-20242018
POL481170,2023-04-30,2024-03-18,2025-04-22,246 0LN,suspendu,NSIA,banque assurance,1103874,29-09-20242018
POL475725,2021-12-09,2025-05-01,2025-05-07,M32 5KB,expiré,NSIA,banque assurance,595492,29-09-20242018
POL868795,2023-08-07,2025-01-22,2025-03-11,017L3,annulé,LEADWAY,agent generale,4650220,29-09-20242018
POL845927,2019-11-21,2019-12-20,2025-04-05,CE7 5476,annulé,LEADWAY,agent generale,3793353,29-09-20242018
POL575272,2023-01-13,2023-04-13,2024-03-22,741 LSD,expiré,NSIA,bureau direct,622958,29-09-20242018
POL475578,2023-12-03,2024-11-01,2025-08-23,2PEY354,annulé,SUNU,agent generale,2120511,29-09-20242018
POL466112,2023-01-08,2024-04-24,2024-08-27,HOP 767,valide,LEADWAY,banque assurance,1526924,29-09-20242018
POL795979,2024-07-23,2025-01-11,2025-07-24,718-PDT,suspendu,SUNU,courtier,1609251,29-09-20242018
POL063074,2021-02-23,2024-06-21,2025-01-03,50Z H96,expiré,NSIA,courtier,175280,29-09-20242018
POL614125,2023-10-23,2024-07-14,2025-05-27,236GU,suspendu,SUNU,bureau direct,443220,29-09-20242018
POL508494,2024-09-12,2025-01-20,2025-03-25,5QL 586,suspendu,SUNU,courtier,460804,29-09-20242018
POL261822,2021-10-07,2023-11-10,2024-10-13,KBD5822,valide,SUNU,agent generale,4345035,29-09-20242018
POL245220,2022-06-21,2023-12-01,2024-11-22,MHD 900,suspendu,SUNU,bureau direct,669117,29-09-20242018
POL925746,2021-01-18,2021-02-12,2024-12-21,MOO-938,suspendu,SUNU,bureau direct,4971635,29-09-20242018
POL990254,2024-09-15,2024-12-30,2025-03-04,HHD 697,expiré,SUNU,agent generale,1335728,29-09-20242018
POL408080,2021-11-05,2022-05-12,2022-07-13,R98-64X,valide,NSIA,agent generale,526826,29-09-20242018
POL761521,2021-03-05,2021-10-17,2025-05-25,093 7NK,valide,LEADWAY,courtier,4437932,29-09-20242018
POL926793,2020-11-16,2024-07-20,2024-11-28,12G D14,expiré,NSIA,banque assurance,1586174,29-09-20242018
POL176974,2023-01-07,2025-01-19,2025-07-10,839W9,valide,SUNU,agent generale,385434,29-09-20242018
POL101101,2023-05-26,2023-12-27,2025-09-04,6E929,valide,NSIA,agent generale,553704,29-09-20242018
POL809492,2020-08-09,2021-10-26,2024-01-08,468989,suspendu,LEADWAY,courtier,1979572,29-09-20242018
POL352837,2024-08-01,2025-09-18,2025-09-24,262OW,valide,NSIA,agent generale,132149,29-09-20242018
POL737425,2024-03-30,2024-11-19,2024-11-24,9-62700X,expiré,SUNU,courtier,3935857,29-09-20242018
POL152204,2021-04-28,2025-07-14,2025-09-07,2CR 811,expiré,SUNU,agent generale,2644812,29-09-20242018
POL840981,2024-02-25,2024-06-28,2024-12-29,04-D236,valide,NSIA,banque assurance,375228,29-09-20242018
POL139836,2023-01-22,2023-08-23,2025-01-26,5Y 29903,valide,LEADWAY,agent generale,592115,29-09-20242018
POL982534,2020-08-15,2023-06-22,2023-09-03,5X386,valide,LEADWAY,banque assurance,3830819,29-09-20242018
POL815979,2024-08-02,2025-09-14,2025-09-14,066C,expiré,NSIA,banque assurance,2019430,29-09-20242018
POL744948,2024-08-18,2024-08-27,2025-04-10,P46 3RA,expiré,SUNU,banque assurance,3387958,29-09-20242018
POL886829,2020-01-30,2021-07-02,2022-01-13,NHQ 885,suspendu,LEADWAY,courtier,2488746,29-09-20242018
POL590216,2021-05-12,2021-06-11,2023-06-23,VZM N54,expiré,SUNU,agent generale,227404,29-09-20242018
POL019271,2024-01-03,2025-05-10,2025-06-08,500 GGU,valide,LEADWAY,courtier,303022,29-09-20242018
POL339214,2022-03-20,2023-05-17,2025-06-19,3-65051I,expiré,LEADWAY,agent generale,2241126,29-09-20242018
POL898940,2020-06-15,2024-05-25,2024-10-23,4X 9B2UDE,valide,SUNU,banque assurance,166524,29-09-20242018
POL314683,2023-07-13,2025-05-09,2025-09-19,702ZLO,expiré,NSIA,agent generale,2005569,29-09-20242018
POL830458,2024-03-25,2025-04-06,2025-08-16,ISD6972,suspendu,NSIA,agent generale,1952131,29-09-20242018
POL090256,2021-02-06,2024-02-12,2025-09-17,437-ZNP,suspendu,LEADWAY,courtier,3288090,29-09-20242018
POL396941,2021-11-14,2024-03-23,2025-08-17,KZF 336,annulé,LEADWAY,banque assurance,1533865,29-09-20242018
POL872522,2020-06-27,2021-05-17,2023-02-08,8I 87840,valide,LEADWAY,agent generale,2013054,29-09-20242018
POL512021,2023-01-17,2023-12-05,2024-08-24,GOY Z83,expiré,LEADWAY,agent generale,1419185,29-09-20242018
POL283681,2023-05-08,2023-07-06,2024-06-02,3AC 338,suspendu,NSIA,banque assurance,1401742,29-09-20242018
POL805258,2023-05-09,2024-06-01,2024-12-26,21K 5170,suspendu,SUNU,bureau direct,2692763,29-09-20242018
POL940051,2024-03-22,2024-08-13,2025-04-16,825GNR,suspendu,SUNU,courtier,2563427,29-09-20242018
POL261969,2022-10-31,2025-04-10,2025-09-14,427 YDL,valide,SUNU,courtier,591582,29-09-20242018
POL978632,2020-12-16,2022-04-17,2022-10-04,542-XNF,valide,SUNU,bureau direct,1857383,29-09-20242018
POL869360,2021-09-09,2024-10-14,2025-02-07,922 1967,annulé,SUNU,courtier,772880,29-09-20242018
POL843245,2020-08-25,2025-04-29,2025-07-20,AE9 I0P,annulé,NSIA,agent generale,4953740,29-09-20242018
POL576410,2023-08-21,2025-06-05,2025-06-08,1L 7Y5NEA,valide,LEADWAY,agent generale,2634574,29-09-20242018
POL390872,2024-07-12,2025-06-29,2025-07-04,9UO6428,suspendu,SUNU,courtier,4519189,29-09-20242018
POL426022,2022-01-05,2025-05-03,2025-05-22,310 0YA,annulé,NSIA,agent generale,2471767,29-09-20242018
POL130603,2024-09-21,2025-07-24,2025-09-20,044 QHV,annulé,NSIA,courtier,2714921,29-09-20242018
POL115292,2021-07-09,2023-04-25,2024-11-10,3BTE671,valide,LEADWAY,agent generale,3552243,29-09-20242018
POL678676,2021-06-04,2025-03-16,2025-08-03,73Q 562,expiré,NSIA,courtier,2206188,29-09-20242018
POL847991,2024-06-23,2025-04-19,2025-04-27,8-H7575,expiré,NSIA,banque assurance,1228964,29-09-20242018
POL099362,2022-09-03,2023-09-24,2025-02-01,0WK2795,expiré,NSIA,banque assurance,4241685,29-09-20242018
POL707935,2022-12-30,2024-11-22,2025-04-12,465-HWV,expiré,NSIA,banque assurance,375295,29-09-20242018
POL384396,2021-01-14,2024-11-21,2025-08-18,GX 8104,expiré,LEADWAY,agent generale,2353398,29-09-20242018
POL569294,2024-01-13,2024-06-13,2024-06-16,OF 1687,annulé,LEADWAY,banque assurance,3117029,29-09-20242018
POL816684,2021-05-09,2024-03-14,2025-04-05,67Y DE4,annulé,SUNU,bureau direct,2487482,29-09-20242018
POL826654,2020-03-18,2021-10-26,2024-03-09,5-84934,annulé,NSIA,courtier,3653658,29-09-20242018
POL070170,2023-08-09,2024-11-09,2025-09-04,3K 2121D,suspendu,SUNU,agent generale,4304798,29-09-20242018
POL267908,2022-01-28,2022-03-28,2025-04-10,LSR 531,annulé,NSIA,courtier,4371797,29-09-20242018
POL853213,2022-06-14,2022-09-25,2024-04-13,FLO 743,expiré,NSIA,agent generale,1999231,29-09-20242018
POL406598,2020-11-12,2022-04-02,2025-02-14,70-5121P,expiré,NSIA,agent generale,1474551,29-09-20242018
POL401994,2019-11-04,2025-04-11,2025-09-05,3523 OJ,suspendu,SUNU,bureau direct,137849,29-09-20242018
POL377584,2021-06-27,2023-07-10,2025-05-15,636-LXS,suspendu,SUNU,banque assurance,465824,29-09-20242018
POL698415,2020-05-25,2024-07-10,2025-02-08,1LJ K85,annulé,NSIA,agent generale,1505950,29-09-20242018
POL954397,2024-04-10,2025-08-10,2025-09-22,241-VVP,annulé,NSIA,banque assurance,2631708,29-09-20242018
POL691751,2020-10-07,2023-06-30,2024-08-06,6PG9646,valide,SUNU,courtier,1108323,29-09-20242018
POL182966,2020-03-06,2021-04-26,2023-07-18,E 782539,valide,NSIA,banque assurance,2441614,29-09-20242018
POL184154,2024-06-05,2025-01-22,2025-09-02,9XG W77,suspendu,SUNU,banque assurance,4419750,29-09-20242018
POL832935,2021-07-12,2025-08-07,2025-08-23,KAR 879,suspendu,SUNU,bureau direct,217474,29-09-20242018
POL108224,2019-10-08,2021-06-20,2022-09-06,PH8 Z9E,expiré,NSIA,banque assurance,4602876,29-09-20242018
POL688257,2020-06-23,2021-09-22,2023-03-17,209 3006,annulé,LEADWAY,bureau direct,4083492,29-09-20242018
POL168702,2023-05-15,2025-05-18,2025-08-01,ZMH 800,valide,NSIA,courtier,1012737,29-09-20242018
POL416689,2021-11-22,2024-05-21,2024-11-02,MQQ-392,valide,SUNU,courtier,3567859,29-09-20242018
POL082347,2022-01-12,2024-12-18,2025-05-09,GE8 0144,annulé,SUNU,bureau direct,4853566,29-09-20242018
POL507037,2022-01-05,2022-12-01,2024-03-07,6RA X45,expiré,SUNU,bureau direct,590351,29-09-20242018
POL720573,2022-08-13,2023-07-04,2025-01-31,RUG9301,suspendu,LEADWAY,courtier,3734061,29-09-20242018
POL020393,2022-07-08,2024-08-04,2025-01-12,5-22918E,valide,NSIA,bureau direct,1540199,29-09-20242018
POL595397,2021-05-25,2022-12-21,2025-05-21,HF2 3269,valide,NSIA,courtier,1099822,29-09-20242018
POL135454,2021-05-24,2025-06-21,2025-09-05,7373 HT,suspendu,LEADWAY,bureau direct,1677208,29-09-20242018
POL051818,2022-03-18,2023-01-24,2025-09-24,23R 250,valide,SUNU,courtier,1826243,29-09-20242018
POL414708,2022-08-06,2022-08-21,2024-11-19,1-80853Z,expiré,SUNU,banque assurance,2513444,29-09-20242018
POL168603,2022-10-18,2024-12-30,2025-05-07,3LZ U72,annulé,NSIA,agent generale,1632954,29-09-20242018
POL943214,2023-08-27,2025-02-18,2025-06-25,MCG 121,expiré,LEADWAY,bureau direct,4880308,29-09-20242018
POL257825,2022-07-06,2024-12-16,2025-08-13,DUK-0279,annulé,NSIA,agent generale,3175389,29-09-20242018
POL819058,2022-11-04,2024-03-13,2025-09-08,0SA9029,annulé,NSIA,banque assurance,2913517,29-09-20242018
POL559970,2022-10-25,2025-05-23,2025-09-03,E98 1XW,suspendu,NSIA,agent generale,2095697,29-09-20242018
POL013068,2020-04-24,2025-07-16,2025-09-12,3P ON752,expiré,LEADWAY,bureau direct,2338265,29-09-20242018
POL139592,2022-09-17,2022-10-03,2024-11-03,5-02228F,annulé,NSIA,bureau direct,3772809,29-09-20242018
POL495636,2020-11-20,2022-07-07,2024-11-07,XEH-6562,suspendu,NSIA,courtier,1572219,29-09-20242018
POL567368,2023-03-14,2023-11-14,2025-03-10,586 2YW,suspendu,NSIA,banque assurance,2046791,29-09-20242018
POL366410,2023-09-24,2024-04-24,2025-08-15,27E•048,expiré,SUNU,courtier,4215805,29-09-20242018
POL823271,2021-10-09,2023-07-15,2024-08-03,LLD 959,expiré,SUNU,banque assurance,2569273,29-09-20242018
POL944241,2024-05-14,2024-07-12,2024-12-31,2SZ2963,suspendu,NSIA,agent generale,737884,29-09-20242018
POL040728,2023-11-03,2023-12-07,2025-07-29,7246,annulé,SUNU,bureau direct,2418579,29-09-20242018
POL082067,2020-05-28,2023-02-24,2024-06-20,801I4,annulé,NSIA,courtier,536386,29-09-20242018
POL002486,2022-12-02,2025-03-25,2025-08-17,M02 9LS,suspendu,NSIA,bureau direct,772771,29-09-20242018
POL990485,2024-01-11,2024-09-13,2024-10-20,W54 0LE,expiré,NSIA,banque assurance,3553753,29-09-20242018
POL351387,2023-03-07,2023-07-26,2024-03-30,132 LKF,suspendu,NSIA,bureau direct,554212,29-09-20242018
POL976621,2023-11-04,2025-02-21,2025-08-18,636 BI4,valide,LEADWAY,agent generale,3669644,29-09-20242018
POL036317,2021-05-21,2023-01-07,2023-06-04,1RM2727,annulé,LEADWAY,courtier,3161052,29-09-20242018
POL997614,2021-10-03,2024-05-04,2024-11-02,219 0963,suspendu,SUNU,banque assurance,1557008,29-09-20242018
POL785310,2021-02-27,2024-02-21,2024-07-13,5K 2X4HWP,valide,SUNU,courtier,3581899,29-09-20242018
POL493320,2024-03-01,2024-05-12,2024-07-02,198 EIO,suspendu,LEADWAY,agent generale,1157586,29-09-20242018
POL573193,2023-11-13,2024-11-03,2025-04-01,38K R63,suspendu,NSIA,agent generale,762953,29-09-20242018
POL347422,2021-03-29,2022-04-07,2023-08-15,HSK 819,expiré,SUNU,bureau direct,4419100,29-09-20242018
POL878256,2023-08-17,2024-08-31,2025-04-19,BUC-090,valide,LEADWAY,banque assurance,4917553,29-09-20242018
POL411579,2022-07-26,2025-09-05,2025-09-25,536YIN,expiré,NSIA,bureau direct,746309,29-09-20242018
POL375969,2021-05-13,2022-06-21,2024-04-06,88-JI32,expiré,SUNU,banque assurance,1093872,29-09-20242018
POL758895,2024-05-10,2024-08-03,2025-09-15,765 3EU,expiré,LEADWAY,bureau direct,372264,29-09-20242018
POL059172,2023-03-20,2023-04-23,2025-03-26,EIE 185,valide,LEADWAY,courtier,3261830,29-09-20242018
POL961899,2021-05-11,2024-06-11,2025-06-15,000 JRE,suspendu,SUNU,bureau direct,1391744,29-09-20242018
POL913368,2021-07-05,2021-11-17,2025-02-10,003-QVP,valide,SUNU,agent generale,3482094,29-09-20242018
POL992406,2024-07-30,2025-07-10,2025-09-10,KAM 373,expiré,SUNU,banque assurance,1801224,29-09-20242018
POL598223,2020-03-03,2023-01-15,2024-09-05,78N R02,valide,LEADWAY,agent generale,4864977,29-09-20242018
POL020532,2022-07-03,2023-02-05,2023-04-28,675 NBN,annulé,NSIA,agent generale,2535194,29-09-20242018
POL433265,2020-11-09,2022-06-19,2025-01-08,895090,suspendu,SUNU,courtier,3882886,29-09-20242018
POL117867,2022-10-19,2023-03-13,2024-10-16,7MF85,valide,LEADWAY,agent generale,1608559,29-09-20242018
POL371401,2023-12-14,2025-07-06,2025-08-03,MJA-125,valide,SUNU,banque assurance,158116,29-09-20242018
POL696447,2021-11-23,2025-07-26,2025-07-27,972 OEF,expiré,NSIA,banque assurance,3420903,29-09-20242018
POL387657,2021-08-23,2025-03-14,2025-07-18,NWN 2403,annulé,SUNU,agent generale,605657,29-09-20242018
POL884768,2020-08-28,2021-03-17,2022-07-30,1-S8418,valide,LEADWAY,courtier,4640276,29-09-20242018
POL878380,2020-09-06,2024-01-09,2025-04-14,84T 388,suspendu,SUNU,agent generale,1850724,29-09-20242018
POL237286,2022-10-05,2025-03-19,2025-05-19,249-IOT,valide,SUNU,bureau direct,4945483,29-09-20242018
POL126580,2021-12-11,2024-11-21,2025-07-19,OVY-3935,annulé,NSIA,agent generale,909722,29-09-20242018
POL871320,2023-03-03,2023-06-12,2024-11-23,YF-6251,suspendu,LEADWAY,bureau direct,3011494,29-09-20242018
POL293636,2020-08-30,2021-06-10,2021-12-26,56-ET40,annulé,LEADWAY,banque assurance,2575410,29-09-20242018
POL383987,2022-10-22,2025-07-17,2025-08-13,582 AHE,valide,LEADWAY,bureau direct,2617713,29-09-20242018
POL086369,2021-08-12,2023-02-14,2024-11-28,7U XC408,expiré,NSIA,courtier,4319972,29-09-20242018
POL600266,2023-03-05,2025-05-02,2025-07-07,144-AYT,expiré,NSIA,agent generale,3055294,29-09-20242018
POL823922,2021-06-26,2023-02-23,2025-01-13,76BY4,valide,SUNU,courtier,2230082,29-09-20242018
POL360881,2021-04-13,2023-08-10,2025-04-03,601-EDO,suspendu,NSIA,courtier,1412407,29-09-20242018
POL607408,2021-03-17,2022-04-09,2025-07-16,615 8MH,suspendu,SUNU,courtier,1229589,29-09-20242018
POL976024,2020-06-24,2021-12-20,2023-09-04,3BH18,annulé,LEADWAY,bureau direct,1151077,29-09-20242018
POL533020,2024-05-26,2024-11-09,2025-07-06,6459 LL,annulé,LEADWAY,agent generale,4185856,29-09-20242018
POL328135,2023-06-12,2024-06-22,2025-09-24,LWR L93,suspendu,NSIA,agent generale,4585900,29-09-20242018
POL215135,2022-10-07,2025-08-24,2025-08-30,219IA,annulé,LEADWAY,bureau direct,1450756,29-09-20242018
POL005918,2023-11-03,2025-08-29,2025-09-19,4OL 782,valide,NSIA,agent generale,1289855,29-09-20242018
POL565564,2023-12-07,2025-06-24,2025-07-25,YSG 793,annulé,LEADWAY,bureau direct,2373432,29-09-20242018
POL213172,2021-06-20,2022-03-06,2023-01-07,BFM 839,suspendu,LEADWAY,courtier,3518611,29-09-20242018
POL369564,2021-05-04,2023-01-14,2024-01-16,5-60055E,valide,SUNU,banque assurance,4349429,29-09-20242018
POL415979,2024-06-03,2024-10-19,2025-08-03,15-Q689,suspendu,SUNU,courtier,1807007,29-09-20242018
POL013097,2023-12-18,2024-11-27,2025-03-19,ZZV 369,expiré,NSIA,bureau direct,4962462,29-09-20242018
POL372104,2023-11-10,2024-01-06,2024-01-11,G 456479,expiré,NSIA,courtier,4933629,29-09-20242018
POL495806,2023-09-09,2024-02-01,2025-05-18,89-XR29,suspendu,SUNU,bureau direct,3660458,29-09-20242018
POL193608,2020-01-21,2020-12-04,2021-02-20,371-ABTJ,expiré,SUNU,agent generale,4485671,29-09-20242018
POL507373,2019-12-08,2024-08-23,2025-06-02,64-WK72,expiré,LEADWAY,courtier,88228,29-09-20242018
POL315397,2022-07-10,2022-12-26,2023-11-15,WOP-818,valide,NSIA,banque assurance,1874281,29-09-20242018
POL010618,2021-02-10,2023-09-24,2024-02-23,7O LK909,suspendu,LEADWAY,bureau direct,2203844,29-09-20242018
POL313424,2023-11-02,2023-11-11,2025-07-19,576 DDJ,expiré,SUNU,banque assurance,3450414,29-09-20242018
POL677585,2022-10-16,2023-08-21,2025-03-10,NGL3360,annulé,LEADWAY,banque assurance,2832289,29-09-20242018
POL154835,2024-07-15,2025-08-08,2025-09-03,7I FP117,suspendu,NSIA,banque assurance,1837971,29-09-20242018
POL801224,2023-09-02,2024-07-04,2025-02-25,992 DML,suspendu,LEADWAY,banque assurance,3385690,29-09-20242018
POL012593,2024-08-11,2025-05-02,2025-07-31,392 6549,suspendu,NSIA,bureau direct,3464158,29-09-20242018
POL594694,2022-11-24,2023-05-10,2024-08-24,ERE 560,suspendu,SUNU,courtier,104055,29-09-20242018
POL571901,2020-08-27,2021-12-29,2022-12-30,94X 6737,expiré,SUNU,agent generale,4052875,29-09-20242018
POL766344,2024-08-07,2025-02-15,2025-05-26,7-71217,annulé,LEADWAY,banque assurance,3568149,29-09-20242018
POL949887,2020-07-22,2024-10-03,2025-02-24,71X 3595,annulé,SUNU,banque assurance,1411291,29-09-20242018
POL932270,2023-01-23,2024-10-11,2025-06-02,8GUJ280,valide,LEADWAY,courtier,1057432,29-09-20242018
POL370359,2020-11-09,2025-06-19,2025-07-05,HMJ 492,expiré,LEADWAY,courtier,4747133,29-09-20242018
POL894866,2022-11-08,2023-09-06,2025-03-19,2LU 599,suspendu,LEADWAY,agent generale,4065771,29-09-20242018
POL358950,2022-04-30,2022-12-15,2023-06-06,7DZF428,valide,SUNU,bureau direct,702043,29-09-20242018
POL287937,2023-08-22,2024-08-24,2025-01-13,W76 6UA,annulé,LEADWAY,banque assurance,1482917,29-09-20242018
POL550572,2021-03-12,2024-04-24,2025-07-09,FZR-4032,valide,SUNU,bureau direct,1172722,29-09-20242018
POL308242,2022-12-27,2023-12-05,2025-02-11,6HS37,expiré,NSIA,bureau direct,306169,29-09-20242018
POL877448,2023-02-24,2023-09-23,2023-12-14,6C 2497V,expiré,NSIA,banque assurance,213860,29-09-20242018
POL082954,2024-05-11,2025-07-25,2025-09-04,CZI9314,valide,SUNU,agent generale,3341892,29-09-20242018
POL461573,2024-02-20,2025-01-15,2025-02-21,208-AYX,suspendu,LEADWAY,bureau direct,237067,29-09-20242018
POL777962,2024-09-11,2025-07-19,2025-09-22,PIO0809,expiré,NSIA,bureau direct,4948821,29-09-20242018
POL365792,2023-09-01,2024-12-11,2025-04-08,DCH 487,valide,NSIA,bureau direct,1445160,29-09-20242018
POL604420,2024-05-25,2025-08-24,2025-09-08,159-MOY,expiré,SUNU,courtier,1480509,29-09-20242018
POL729068,2020-03-02,2023-06-26,2024-05-31,C39-RLY,valide,NSIA,banque assurance,2111506,29-09-20242018
POL102862,2021-10-07,2024-03-08,2024-11-03,1355,expiré,SUNU,courtier,3877311,29-09-20242018
POL517512,2020-01-08,2022-08-29,2025-02-15,ZDN 871,annulé,SUNU,agent generale,1593966,29-09-20242018
POL821445,2024-08-08,2024-12-19,2025-09-25,TYI-107,annulé,SUNU,banque assurance,2086057,29-09-20242018
POL082119,2019-10-18,2024-04-18,2024-12-22,774 CHR,expiré,SUNU,banque assurance,3034682,29-09-20242018
POL299354,2020-01-23,2025-06-06,2025-06-11,75W 662,suspendu,LEADWAY,bureau direct,2588451,29-09-20242018
POL258585,2020-06-22,2021-01-05,2022-08-22,0WU Y21,suspendu,LEADWAY,agent generale,4897051,29-09-20242018
POL329624,2022-08-01,2023-02-17,2023-11-16,WZT-3691,valide,LEADWAY,courtier,1828953,29-09-20242018
POL585452,2020-07-29,2025-06-03,2025-09-24,EIV-8097,annulé,LEADWAY,agent generale,509179,29-09-20242018
POL727472,2024-02-11,2024-07-14,2024-09-26,ER 08488,expiré,NSIA,courtier,3082174,29-09-20242018
POL821427,2020-08-19,2022-06-28,2025-02-22,4C793,valide,LEADWAY,bureau direct,2992023,29-09-20242018
POL047446,2021-01-11,2025-08-07,2025-08-15,5SIL 83,valide,NSIA,banque assurance,2177987,29-09-20242018
POL586534,2020-12-15,2023-06-12,2023-10-09,108J2,valide,NSIA,agent generale,1858404,29-09-20242018
POL727638,2021-06-16,2024-08-04,2025-04-12,612 0VI,valide,LEADWAY,banque assurance,2548367,29-09-20242018
POL555391,2021-08-09,2025-05-21,2025-06-01,20MG4,expiré,NSIA,banque assurance,1121789,29-09-20242018
POL054311,2019-11-23,2022-01-28,2025-06-07,696QNY,suspendu,NSIA,banque assurance,3051524,29-09-20242018
POL565035,2021-06-28,2022-06-18,2025-04-27,JAA7529,expiré,SUNU,courtier,2932458,29-09-20242018
POL372196,2024-07-21,2025-09-25,2025-09-25,ZDC-3962,annulé,SUNU,courtier,3020313,29-09-20242018
